2460212.3399590049, -16.5008
2460212.3405036349, -16.6028
2460212.3415935882, -16.5459
2460212.3421370252, -16.4932
2460212.3426816901, -16.4847
2460212.3432259839, -16.5151
2460212.3437702544, -16.4162
2460212.3443137612, -16.4863
2460212.3448590511, -16.4872
2460212.3454046645, -16.5303
2460212.3459489122, -16.5363
2460212.3464925354, -16.6317
2460212.3470367366, -16.6319
2460212.3475801623, -16.6325
2460212.3481248845, -16.5026
2460212.3486682875, -16.5228
2460212.3492128938, -16.5153
2460212.3497569677, -16.595
2460212.3503017365, -16.5488
2460212.3508478128, -16.598
2460212.3513912964, -16.5905
2460212.3519359487, -16.5613
2460212.3524802085, -16.5516
2460212.3530250234, -16.5439
2460212.3535688659, -16.4646
2460212.3541134954, -16.484
2460212.3546578591, -16.4895
2460212.3552026856, -16.4098
2460212.3557466092, -16.4308
2460212.3562931367, -16.5741
2460212.3573825234, -16.5873
2460212.3579264581, -16.4968
2460212.3584706248, -16.503
2460212.3590144678, -16.5669
2460212.3595590973, -16.586
2460212.3601035876, -16.6469
2460212.3611915512, -16.5779
2460212.3622817136, -16.5255
2460212.3628260419, -16.5192
2460212.3633699538, -16.4879
2460212.3639140045, -16.467
2460212.3644573498, -16.4788
2460212.3650025697, -16.4743
2460212.3655481250, -16.4375
2460212.3660921180, -16.4747
2460212.3666363661, -16.5416
2460212.3671832755, -16.5057
2460212.3677280787, -16.5165
2460212.3682722449, -16.4442
2460212.3688156256, -16.4388
2460212.3693603012, -16.5253
2460212.3699037037, -16.4988
2460212.3704479868, -16.4964
2460212.3709918177, -16.4831
2460212.3715365049, -16.4595
2460212.3720809491, -16.5021
2460212.3726264355, -16.5093
2460212.3731711810, -16.4607
2460212.3737153471, -16.4736
2460212.3742591897, -16.4526
2460212.3748033568, -16.4847
2460212.3753467593, -16.4016
2460212.3758915509, -16.3533
2460212.3764354861, -16.3978
2460212.3769796989, -16.3626
2460212.3775234954, -16.4055
2460212.3780691894, -16.4473
2460212.3786134026, -16.4104
2460212.3791576154, -16.3846
2460212.3797028009, -16.4827
2460212.3802471063, -16.4121
2460212.3807914588, -16.432
2460212.3813364585, -16.4571
2460212.3818812729, -16.5147
2460212.3824246414, -16.4485
2460212.3829694213, -16.4585
2460212.3835150348, -16.5263
2460212.3840597915, -16.4719
2460212.3846036461, -16.4729
2460212.3851479860, -16.4616
2460212.3856914118, -16.493
2460212.3862357172, -16.5643
2460212.3867790163, -16.4926
2460212.3878688659, -16.5361
2460212.3884135415, -16.4717
2460212.3889591438, -16.5169
2460212.3895037267, -16.558
2460212.3905918752, -16.486
2460212.3911352893, -16.4455
2460212.3949464583, -16.5998
2460212.3971234029, -16.5727
2460212.3976671644, -16.5141
2460212.3982115970, -16.5155
2460212.3987558102, -16.522
2460212.3993001967, -16.4589
2460212.3998458101, -16.4978
2460212.4031111347, -16.427
2460212.4036549884, -16.5656
2460212.4041993287, -16.4043
2460212.4058344676, -16.4317
2460212.4069221066, -16.5156
2460212.4080100693, -16.6134
2460212.4107319680, -16.5474
2460212.4123649420, -16.4539
2460212.4129090975, -16.4515
2460212.4134533103, -16.3759
2460212.4139976157, -16.4357
2460212.4145422457, -16.5116
2460212.4150865045, -16.5423
2460212.4156299997, -16.4847
2460212.4167209030, -16.4881
2460212.4194433098, -16.5067
2460212.4221664583, -16.4544
2460212.4227108103, -16.4454
2460212.4232542594, -16.5816
2460212.4254310648, -16.4316
2460212.4259753930, -16.4461
2460212.4265196524, -16.4787
2460212.4270661804, -16.4659
2460212.4276098609, -16.405
2460212.4281544671, -16.4477
2460212.4286978012, -16.5097
2460212.4292421993, -16.4987
2460212.4303307175, -16.486
2460212.4308753009, -16.4611
2460212.4314206252, -16.4166
2460212.4325103932, -16.4921
2460212.4330552546, -16.4527
2460212.4336007172, -16.53
2460212.4341450226, -16.5557
2460212.4346896526, -16.4971
2460212.4352332288, -16.5746
2460212.4357780321, -16.5832
2460212.4363222448, -16.5003
2460212.4368656022, -16.6331
2460212.4374095025, -16.4386
2460212.4379552081, -16.4921
2460212.4384995606, -16.5239
2460212.4390435303, -16.4673
2460212.4395878473, -16.6033
2460212.4401312266, -16.5493
2460212.4406760419, -16.5301
2460212.4412207636, -16.5148
2460212.4417656711, -16.5551
2460212.4423102080, -16.5657
2460212.4428554629, -16.484
2460212.4434017935, -16.6301
2460212.4439459951, -16.508
2460212.4444897566, -16.5058
2460212.4450345142, -16.55
2460212.4455783102, -16.5228
2460212.4461234952, -16.4962
2460212.4466679166, -16.5079
2460212.4472127082, -16.4588
2460212.4477568283, -16.5344
2460212.4483015044, -16.5938
2460212.4488470256, -16.5449
2460212.4493913194, -16.5828
2460212.4499363308, -16.468
2460212.4504807177, -16.4641
2460212.4510247451, -16.4813
2460212.4515695600, -16.3569
2460212.4521142361, -16.4718
2460212.4526591902, -16.5095
2460212.4532040046, -16.4535
2460212.4537483100, -16.4428
2460212.4542950345, -16.4884
2460212.4548388077, -16.3978
2460212.4553834489, -16.4751
2460212.4559282637, -16.497
2460212.4564721063, -16.4774
