Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Source_SNR_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	Source-Sky_C2	Source_SNR_C2	Peak_C2	Sky/Pixel_C2	N_Sky_Pixels_C2
r_pp_light_00138.fits	0	60224.49381468771	2460224.4938146877	NaN	NaN	0	1.31769	NaN	-10.4	40	NaN	NaN	3283978.766896833	1253.835123676661	37256	26.411719939117198	3942	390145.35452876764	204.56323808226145	9929	22.060792517843957	4063
r_pp_light_00139.fits	0	60224.49435844924	2460224.4943584492	NaN	NaN	0	1.318653	NaN	-10.4	40	NaN	NaN	3138981.4609010587	1212.9305552251662	36066	27.020377358490567	3975	389278.4593730394	204.08302290476007	11725	24.421495789995046	4038
r_pp_light_00140.fits	0	60224.494901366066	2460224.494901366	NaN	NaN	0	1.319617	NaN	-10.4	40	NaN	NaN	3101294.091953852	1202.032120985694	37043	28.908930373360242	3964	390149.116080556	204.53203266736708	11915	25.97489539748954	4063
r_pp_light_00141.fits	0	60224.495445902925	2460224.495445903	NaN	NaN	0	1.320565	NaN	-10.4	40	NaN	NaN	3041042.1148873772	1184.8184782937174	35714	28.996252810392207	4003	389930.4527082714	204.36168362903183	12822	26.029631474103585	4016
r_pp_light_00142.fits	0	60224.49598876154	2460224.4959887615	NaN	NaN	0	1.321534	NaN	-10.4	40	NaN	NaN	3182421.1233609356	1225.2849066541369	37311	29.503136762860727	3985	383936.6307345771	201.33419073717835	11112	26.63675321401563	3967
r_pp_light_00143.fits	0	60224.496532326564	2460224.4965323266	NaN	NaN	0	1.322506	NaN	-10.4	40	NaN	NaN	3116043.7452480225	1206.691477792383	36534	29.072834645669293	4064	380614.00580727664	199.96560738105586	11548	25.066666666666666	4170
r_pp_light_00144.fits	0	60224.49707597215	2460224.497075972	NaN	NaN	0	1.32346	NaN	-10.4	40	NaN	NaN	3227981.9517610646	1238.2424573212818	35387	29.9695	4000	373650.9941178802	196.11181234791434	9135	24.999740663900415	3856
r_pp_light_00145.fits	0	60224.49761937512	2460224.497619375	NaN	NaN	0	1.324437	NaN	-10.4	40	NaN	NaN	2933352.7066366132	1152.990192223343	34627	30.0265373819852	3919	354761.93570229516	186.93988805163016	10951	25.989798457327694	4019
r_pp_light_00146.fits	0	60224.49816300953	2460224.4981630095	NaN	NaN	0	1.325416	NaN	-10.4	40	NaN	NaN	2878709.238650441	1137.0153537234708	38064	28.365272496831434	3945	358558.39421473804	188.72979117340282	11529	26.30213089802131	3942
r_pp_light_00147.fits	0	60224.49870677106	2460224.498706771	NaN	NaN	0	1.326378	NaN	-10.4	40	NaN	NaN	3048967.22028032	1186.966166681239	37579	28.313745271122322	3965	364268.10229753365	191.48614478665363	10760	26.601596703579705	3883
r_pp_light_00148.fits	0	60224.499251713045	2460224.499251713	NaN	NaN	0	1.327365	NaN	-10.3	40	NaN	NaN	3051671.1732212636	1188.1936983538367	38417	28.783889980353635	4072	369288.96095766494	194.2341990785246	11319	26.014467876410006	4078
r_pp_light_00149.fits	0	60224.49979538191	2460224.499795382	NaN	NaN	0	1.328331	NaN	-10.3	40	NaN	NaN	2974575.86922165	1164.9825619592757	36651	28.905165767154973	3891	361475.4477944962	190.13046517005378	11182	26.907625383828044	3908
r_pp_light_00150.fits	0	60224.500338946935	2460224.500338947	NaN	NaN	0	1.32932	NaN	-10.4	40	NaN	NaN	3014513.183090702	1176.6901603846725	35783	30.05674846625767	3912	359736.1689663276	189.39436579934036	10006	27.113744075829384	4009
r_pp_light_00151.fits	0	60224.50088230334	2460224.5008823033	NaN	NaN	0	1.330311	NaN	-10.4	40	NaN	NaN	2897544.607425882	1142.285438177605	37728	30.32253086419753	3888	359600.05839293357	189.19471895924758	11854	27.397645854657114	3908
r_pp_light_00152.fits	0	60224.501425902825	2460224.501425903	NaN	NaN	0	1.331284	NaN	-10.4	40	NaN	NaN	2794670.030202168	1112.1832316374134	36140	29.12112887112887	4004	372821.28370744805	195.86136531733277	13823	24.920734776044288	3974
r_pp_light_00153.fits	0	60224.50196973374	2460224.5019697337	NaN	NaN	0	1.332281	NaN	-10.3	40	NaN	NaN	2983495.2127844244	1167.4071077011047	37188	29.359885832900883	3854	368182.6465939077	193.52877344031734	11162	25.49924089068826	3952
r_pp_light_00154.fits	0	60224.50251273159	2460224.5025127316	NaN	NaN	0	1.333279	NaN	-10.4	40	NaN	NaN	3129354.5730743646	1209.719998504604	36632	28.621684264743756	3883	367074.18710953766	192.8894216864458	10448	25.535392535392536	3885
r_pp_light_00155.fits	0	60224.50305680558	2460224.5030568056	NaN	NaN	0	1.33426	NaN	-10.3	40	NaN	NaN	3218067.883240537	1235.1147659659762	37458	29.697834394904458	3925	361553.03769812227	190.32296679362074	8451	25.981849825957234	4022
r_pp_light_00156.fits	0	60224.50359984953	2460224.5035998495	NaN	NaN	0	1.335265	NaN	-10.4	40	NaN	NaN	2909439.4643850215	1146.2327438719883	35535	29.90687751004016	3984	366197.3783989194	192.48011728431018	12815	26.87142126789366	3912
r_pp_light_00157.fits	0	60224.50414386578	2460224.504143866	NaN	NaN	0	1.336248	NaN	-10.4	40	NaN	NaN	2978224.4678929686	1166.1884654097948	37604	30.55824008138352	3932	359947.6840508259	189.27556631454814	9988	26.984884023977067	3837
r_pp_light_00158.fits	0	60224.504688657355	2460224.5046886574	NaN	NaN	0	1.337259	NaN	-10.4	40	NaN	NaN	3063568.766223223	1190.959045367954	38744	31.327822990844354	3932	357974.9272368266	188.43795895011814	9910	27.33088421586015	3947
r_pp_light_00159.fits	0	60224.50523237279	2460224.505232373	NaN	NaN	0	1.33827	NaN	-10.4	40	NaN	NaN	3413799.0225076214	1288.9893346802185	34874	30.854795972443032	3774	349899.5960208811	184.52603842409394	7798	27.54149120634134	4037
r_pp_light_00160.fits	0	60224.50577577576	2460224.5057757758	NaN	NaN	0	1.339262	NaN	-10.4	40	NaN	NaN	3265180.1016987106	1247.7530352045967	34976	28.971202113606342	3785	366017.85150794877	192.55599889375443	9387	26.46395838493931	4037
r_pp_light_00161.fits	0	60224.506319479086	2460224.506319479	NaN	NaN	0	1.340277	NaN	-10.4	40	NaN	NaN	3087706.742110061	1197.8627157116953	36464	31.35765306122449	3920	376071.88532188203	197.38737072413022	12106	27.082547770700636	3925
r_pp_light_00162.fits	0	60224.50686376169	2460224.5068637617	NaN	NaN	0	1.341296	NaN	-10.4	40	NaN	NaN	3202831.3020221707	1230.9441731153956	36206	29.450821744627053	3955	371192.02976585086	194.94797477114852	10657	25.85794871794872	3900
r_pp_light_00163.fits	0	60224.50740675954	2460224.5074067595	NaN	NaN	0	1.342294	NaN	-10.4	40	NaN	NaN	3174158.364500082	1222.8951224414554	35073	28.42101284958428	3969	374491.7998249911	196.4613809530746	11320	25.877556371263765	3814
r_pp_light_00164.fits	0	60224.50795039348	2460224.5079503935	NaN	NaN	0	1.343317	NaN	-10.4	40	NaN	NaN	3345634.4008596377	1270.781804072191	37278	31.803420985448046	3917	376484.0782791084	197.72719471244267	9687	26.014424272569013	4021
