Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	Source-Sky_C2	Peak_C2	Sky/Pixel_C2	N_Sky_Pixels_C2
r_pp_light_00054.fits	0	60212.36881563673	2460212.3688156367	NaN	NaN	0	1.147621	NaN	-10.4	40	NaN	NaN	3719374.4254359123	40996	41.886792452830186	1961	459739.57477735355	16303	23.509727626459146	2056
r_pp_light_00055.fits	0	60212.36936030118	2460212.369360301	NaN	NaN	0	1.147827	NaN	-10.4	40	NaN	NaN	4042782.5296124443	39533	39.67683185091063	2361	467013.1744435485	12454	24.65200845665962	2365
r_pp_light_00056.fits	0	60212.369903703686	2460212.3699037037	NaN	NaN	0	1.148044	NaN	-10.4	40	NaN	NaN	3951786.846248085	39353	40.06063193851409	2342	465684.3563981773	14991	24.51716917922948	2388
r_pp_light_00057.fits	0	60212.370447997935	2460212.370447998	NaN	NaN	0	1.148257	NaN	-10.4	40	NaN	NaN	3940744.7979088393	40118	39.928689200329764	2426	463629.2764653426	14596	22.792617171298218	2411
r_pp_light_00058.fits	0	60212.37099181721	2460212.370991817	NaN	NaN	0	1.148481	NaN	-10.4	40	NaN	NaN	3868253.4841793277	41081	43.92167761495705	1979	463134.42663382535	16665	24.095631067961165	2060
r_pp_light_00059.fits	0	60212.37153650494	2460212.371536505	NaN	NaN	0	1.148699	NaN	-10.4	40	NaN	NaN	3806796.654456883	40342	39.91082251082251	2310	463341.4970328817	15441	22.914380714879467	2406
r_pp_light_00060.fits	0	60212.37208096078	2460212.372080961	NaN	NaN	0	1.14892	NaN	-10.4	40	NaN	NaN	3965025.420747378	41121	39.10491946016543	2297	465665.93342524	13729	22.393300248138956	2418
r_pp_light_00061.fits	0	60212.37262643548	2460212.3726264355	NaN	NaN	0	1.149149	NaN	-10.3	40	NaN	NaN	3983136.868862641	39648	39.65151515151515	2310	465855.94889997994	15422	25.076495726495725	2340
r_pp_light_00062.fits	0	60212.37317118049	2460212.3731711805	NaN	NaN	0	1.149376	NaN	-10.4	40	NaN	NaN	3790831.237223132	42840	42.89633507853403	1910	465155.88345266925	14591	24.802754549926217	2033
r_pp_light_00063.fits	0	60212.373715347145	2460212.373715347	NaN	NaN	0	1.149604	NaN	-10.4	40	NaN	NaN	3857619.318820997	38051	39.281867900715184	2377	464904.28185372177	15091	23.165549036043586	2386
r_pp_light_00064.fits	0	60212.37425919017	2460212.37425919	NaN	NaN	0	1.149841	NaN	-10.4	40	NaN	NaN	3763316.567303268	43740	42.89878542510122	1976	467376.9585555578	16387	26.047400611620795	1962
r_pp_light_00065.fits	0	60212.374803356826	2460212.374803357	NaN	NaN	0	1.150075	NaN	-10.4	40	NaN	NaN	3900911.4698850964	41178	37.01986475063398	2366	467897.44498775457	15646	24.375575073191133	2391
r_pp_light_00066.fits	0	60212.375346770976	2460212.375346771	NaN	NaN	0	1.150311	NaN	-10.3	40	NaN	NaN	3599505.7976692207	41530	41.99691199176531	1943	460772.0636808886	17000	22.720861900097944	2042
r_pp_light_00067.fits	0	60212.37589155091	2460212.375891551	NaN	NaN	0	1.150556	NaN	-10.3	40	NaN	NaN	3449775.426267829	44010	42.39106425702811	1992	461802.6050498597	20211	25.8032319391635	2104
r_pp_light_00068.fits	0	60212.376435486134	2460212.376435486	NaN	NaN	0	1.150798	NaN	-10.4	40	NaN	NaN	3587123.28173971	43386	42.00099651220727	2007	464888.02572347736	16772	25.441983630235917	2077
r_pp_light_00069.fits	0	60212.37697968772	2460212.3769796877	NaN	NaN	0	1.151042	NaN	-10.4	40	NaN	NaN	3473782.8854894224	42544	41.1248097412481	1971	468159.0052840487	19136	25.177145708582835	2004
r_pp_light_00070.fits	0	60212.37752349535	2460212.3775234954	NaN	NaN	0	1.151294	NaN	-10.4	40	NaN	NaN	3609188.5126436767	42900	42.599804305283755	2044	460593.9065308888	18480	24.440279860069964	2001
r_pp_light_00071.fits	0	60212.3780691782	2460212.378069178	NaN	NaN	0	1.151545	NaN	-10.4	40	NaN	NaN	3752773.3621455757	39989	41.37817638266069	2007	463135.71414781857	15629	24.49055640632976	1959
r_pp_light_00072.fits	0	60212.37861340307	2460212.378613403	NaN	NaN	0	1.151797	NaN	-10.4	40	NaN	NaN	3623767.3351926184	41896	42.095656670113755	1934	464054.47160206334	16596	26.437654016757023	2029
r_pp_light_00073.fits	0	60212.379157615826	2460212.379157616	NaN	NaN	0	1.152061	NaN	-10.4	40	NaN	NaN	3544164.3219101555	39381	43.6253807106599	1970	463361.9986722097	16061	25.8675799086758	1971
r_pp_light_00074.fits	0	60212.37970278971	2460212.3797027897	NaN	NaN	0	1.152316	NaN	-10.4	40	NaN	NaN	3863493.893879344	40082	42.89294774226281	1971	463835.65256921557	14079	24.680182463253928	1973
r_pp_light_00075.fits	0	60212.380247095134	2460212.380247095	NaN	NaN	0	1.152577	NaN	-10.4	40	NaN	NaN	3628716.0039067185	39693	43.375561097256856	2005	463472.45028876775	16654	25.541234567901235	2025
r_pp_light_00076.fits	0	60212.3807914583	2460212.3807914583	NaN	NaN	0	1.152848	NaN	-10.4	40	NaN	NaN	3700531.4946827204	43916	43.02467270896274	1986	463043.8682189955	15606	24.742409867172675	2108
r_pp_light_00077.fits	0	60212.38133644685	2460212.381336447	NaN	NaN	0	1.153114	NaN	-10.4	40	NaN	NaN	3777914.3634084994	41284	43.394359228104896	2021	465862.85051427287	14642	25.07360157016683	2038
r_pp_light_00078.fits	0	60212.38188128499	2460212.381881285	NaN	NaN	0	1.153383	NaN	-10.4	40	NaN	NaN	3978055.696467566	41502	42.8664627930683	1962	462895.2125384412	11985	26.536051715564398	2011
r_pp_light_00079.fits	0	60212.3824246414	2460212.3824246414	NaN	NaN	0	1.153659	NaN	-10.4	40	NaN	NaN	3750692.6725729327	39220	41.942643391521194	2005	464386.7472636045	14828	26.16222760290557	2065
r_pp_light_00080.fits	0	60212.382969421335	2460212.3829694213	NaN	NaN	0	1.153933	NaN	-10.4	40	NaN	NaN	3785165.2993840985	42478	43.542784810126584	1975	461458.4277866354	14244	27.066666666666666	2040
r_pp_light_00081.fits	0	60212.3835150348	2460212.383515035	NaN	NaN	0	1.154212	NaN	-10.4	40	NaN	NaN	4044668.883642778	41554	38.54131175468484	2348	466552.3414845126	12717	26.25771476230192	2398
r_pp_light_00082.fits	0	60212.38405979192	2460212.384059792	NaN	NaN	0	1.154488	NaN	-10.4	40	NaN	NaN	3829035.0902257576	40400	42.765957446808514	2021	464109.5336517914	13536	26.796560196560197	2035
r_pp_light_00083.fits	0	60212.38460364612	2460212.384603646	NaN	NaN	0	1.154776	NaN	-10.4	40	NaN	NaN	3828535.641185655	39494	43.090358404846036	1981	465194.0613997556	13261	25.43254168772107	1979
r_pp_light_00084.fits	0	60212.385147997644	2460212.3851479976	NaN	NaN	0	1.15506	NaN	-10.4	40	NaN	NaN	3793897.9482909464	39535	44.00815078960774	1963	465586.86743820773	12960	25.940854870775347	2012
r_pp_light_00085.fits	0	60212.38569141226	2460212.3856914123	NaN	NaN	0	1.155346	NaN	-10.4	40	NaN	NaN	3925844.27997149	37365	40.44626672421234	2317	463161.1396872887	13155	26.90931574608409	2426
r_pp_light_00086.fits	0	60212.386235717684	2460212.3862357177	NaN	NaN	0	1.155641	NaN	-10.4	40	NaN	NaN	4188347.483661812	39324	40.04032258064516	2356	463703.7479006018	10997	24.67525562372188	2445
r_pp_light_00087.fits	0	60212.38677902799	2460212.386779028	NaN	NaN	0	1.155936	NaN	-10.3	40	NaN	NaN	3926347.1211249097	40320	41.47200689061154	2322	464321.29501143575	12780	26.956329951477723	2267
r_pp_light_00088.fits	0	60212.387324051	2460212.387324051	NaN	NaN	0	1.156228	NaN	-10.3	40	NaN	NaN	4129416.045718512	36781	39.62175732217573	2390	466014.80986999505	11772	26.532916666666665	2400
r_pp_light_00089.fits	0	60212.38786886586	2460212.387868866	NaN	NaN	0	1.156525	NaN	-10.3	40	NaN	NaN	4080279.377998437	39119	39.62162162162162	2331	463332.78472625476	11238	25.528512396694214	2420
r_pp_light_00090.fits	0	60212.38841354195	2460212.388413542	NaN	NaN	0	1.156832	NaN	-10.3	40	NaN	NaN	3856226.6158571285	38674	41.52878916172735	2362	461108.1765120018	13576	25.544385893798136	2467
r_pp_light_00091.fits	0	60212.38895914378	2460212.388959144	NaN	NaN	0	1.157135	NaN	-10.4	40	NaN	NaN	3978255.8293001084	41050	43.463834092058676	1977	462117.4590109384	11402	24.663751214771622	2058
r_pp_light_00092.fits	0	60212.38950371556	2460212.3895037156	NaN	NaN	0	1.15744	NaN	-10.4	40	NaN	NaN	4163407.2744802223	39178	39.50022055580062	2267	463000.3775873088	10830	25.334823242584314	2461
r_pp_light_00093.fits	0	60212.39004715299	2460212.390047153	NaN	NaN	0	1.157757	NaN	-10.4	40	NaN	NaN	4639923.536957578	38583	40.626184323858745	2322	463985.4814346652	7554	25.51154976900462	2381
r_pp_light_00094.fits	0	60212.39059186354	2460212.3905918635	NaN	NaN	0	1.158065	NaN	-10.4	40	NaN	NaN	3874611.9230311797	40145	44.97785977859779	1897	460087.45076520223	12438	27.177233429394814	2082
r_pp_light_00095.fits	0	60212.39113527769	2460212.3911352777	NaN	NaN	0	1.158377	NaN	-10.4	40	NaN	NaN	3741076.482517812	39302	44.69041382922996	1909	464486.70177634404	14594	27.559236947791163	1992
r_pp_light_00096.fits	0	60212.39167954866	2460212.3916795487	NaN	NaN	0	1.158693	NaN	-10.4	40	NaN	NaN	4282384.324636804	42181	42.06599713055954	2091	459673.8891919267	10984	25.73010849909584	2212
r_pp_light_00097.fits	0	60212.392222847324	2460212.3922228473	NaN	NaN	0	1.159017	NaN	-10.4	40	NaN	NaN	4144677.87916631	40209	40.83986371379898	2348	463892.03466228675	11965	27.4022891055532	2359
r_pp_light_00099.fits	0	60212.393311447	2460212.393311447	NaN	NaN	0	1.159662	NaN	-10.4	40	NaN	NaN	4265462.899485211	40290	41.94708759448644	2249	462249.0850200836	10559	28.351174934725847	2298
r_pp_light_00100.fits	0	60212.39385635452	2460212.3938563545	NaN	NaN	0	1.159994	NaN	-10.4	40	NaN	NaN	4937133.061218043	39360	39.07455429497569	2468	463784.185114832	7510	27.401542833942347	2463
r_pp_light_00101.fits	0	60212.39440170163	2460212.3944017016	NaN	NaN	0	1.160328	NaN	-10.4	40	NaN	NaN	5143508.803776112	37476	38.10117361392149	2471	463681.92659803224	6711	26.545454545454547	2596
r_pp_light_00102.fits	0	60212.39494644711	2460212.394946447	NaN	NaN	0	1.160659	NaN	-10.4	40	NaN	NaN	4319749.313143693	39486	40.81321084864392	2286	461652.34003666893	10278	25.013077237433592	2447
r_pp_light_00103.fits	0	60212.39549070597	2460212.395490706	NaN	NaN	0	1.160991	NaN	-10.4	40	NaN	NaN	4160347.9266034174	38974	39.0766535260622	2283	464948.6425652153	10986	24.859137577002052	2435
r_pp_light_00104.fits	0	60212.39603538206	2460212.396035382	NaN	NaN	0	1.161325	NaN	-10.4	40	NaN	NaN	4519564.194018015	37449	40.39276990718124	2047	462954.98150545906	10032	26.788003663003664	2184
r_pp_light_00105.fits	0	60212.396579224616	2460212.3965792246	NaN	NaN	0	1.161674	NaN	-10.4	40	NaN	NaN	4228916.012563661	39927	38.76654024441635	2373	465446.0106375565	12064	26.08	2300
r_pp_light_00106.fits	0	60212.397123391274	2460212.3971233913	NaN	NaN	0	1.162013	NaN	-10.4	40	NaN	NaN	4212675.583662686	40507	40.93834129396439	2303	462115.98806864355	11213	26.569915254237287	2360
r_pp_light_00107.fits	0	60212.39766716445	2460212.3976671644	NaN	NaN	0	1.16236	NaN	-10.4	40	NaN	NaN	3966179.890788171	40277	44.01126472094214	1953	464535.0143966358	12620	26.949974987493746	1999
r_pp_light_00108.fits	0	60212.398211597465	2460212.3982115975	NaN	NaN	0	1.162708	NaN	-10.4	40	NaN	NaN	4005720.5693194787	37944	40.03792502179599	2294	461458.100729738	11874	25.91147818720881	2361
r_pp_light_00109.fits	0	60212.398755821865	2460212.398755822	NaN	NaN	0	1.163055	NaN	-10.4	40	NaN	NaN	4025087.804635888	40923	41.49521739130435	2300	464569.08433482144	11203	26.395025295109612	2372
r_pp_light_00110.fits	0	60212.399300196674	2460212.3993001967	NaN	NaN	0	1.163418	NaN	-10.4	40	NaN	NaN	3784265.338916781	39473	43.74746963562753	1976	458588.37341807026	14111	25.226495726495727	2106
r_pp_light_00111.fits	0	60212.39984582178	2460212.399845822	NaN	NaN	0	1.163771	NaN	-10.4	40	NaN	NaN	3946510.825378148	39841	41.03943420488641	2333	462520.8611955155	12653	26.499794661190965	2435
r_pp_light_00112.fits	0	60212.400389213115	2460212.400389213	NaN	NaN	0	1.164134	NaN	-10.4	40	NaN	NaN	4987544.900177806	39191	38.77589764754437	2423	463098.1775906915	7127	27.021747885622233	2483
r_pp_light_00113.fits	0	60212.40093400469	2460212.4009340047	NaN	NaN	0	1.164492	NaN	-10.4	40	NaN	NaN	5083771.454172238	39911	40.350370659383536	2563	463635.7178578936	6566	26.848425196850393	2540
r_pp_light_00114.fits	0	60212.401478414424	2460212.4014784144	NaN	NaN	0	1.164863	NaN	-10.4	40	NaN	NaN	4655502.1425012	35275	38.45713107996703	2426	462846.5016262366	7742	26.937079540957658	2527
r_pp_light_00115.fits	0	60212.40202261601	2460212.402022616	NaN	NaN	0	1.165227	NaN	-10.4	40	NaN	NaN	4768426.840845566	37616	38.02885375494071	2530	462793.31801085075	8450	26.483047467092142	2507
r_pp_light_00116.fits	0	60212.40256697917	2460212.402566979	NaN	NaN	0	1.165598	NaN	-10.4	40	NaN	NaN	4913388.533114042	40151	31.966375068343357	3658	460748.36986350775	8993	24.955077593248028	3673
r_pp_light_00117.fits	0	60212.40311113419	2460212.403111134	NaN	NaN	0	1.165969	NaN	-10.4	40	NaN	NaN	3682910.0117663867	40561	43.354230377166154	1962	462252.1262717928	14882	26.97951024487756	2001
r_pp_light_00118.fits	0	60212.40365498839	2460212.4036549884	NaN	NaN	0	1.16634	NaN	-10.4	40	NaN	NaN	4187888.0140173426	39883	42.49560632688928	2276	464436.4077476979	11214	26.823243482103404	2263
r_pp_light_00119.fits	0	60212.40419934038	2460212.4041993404	NaN	NaN	0	1.166713	NaN	-10.4	40	NaN	NaN	3602134.9958645576	38428	44.68858993522671	2007	461220.7556062613	16417	26.95786802030457	1970
r_pp_light_00120.fits	0	60212.40474354196	2460212.404743542	NaN	NaN	0	1.167106	NaN	-10.3	40	NaN	NaN	5412788.208205244	32764	30.00611674239776	5722	452646.7223780697	5786	25.00233139050791	6005
r_pp_light_00121.fits	0	60212.405289074406	2460212.4052890744	NaN	NaN	0	1.167488	NaN	-10.4	40	NaN	NaN	4439703.038986374	40898	42.49358426005133	2338	464633.5312115929	9253	26.885666246321986	2379
r_pp_light_00122.fits	0	60212.405834455974	2460212.405834456	NaN	NaN	0	1.167874	NaN	-10.4	40	NaN	NaN	3694081.4963287846	42101	45.54759467758444	1954	463454.7764236305	15762	27.54047131147541	1952
r_pp_light_00123.fits	0	60212.40637781285	2460212.406377813	NaN	NaN	0	1.16826	NaN	-10.4	40	NaN	NaN	5066557.673086893	39074	38.071020408163264	2450	462972.0173850874	7699	26.963314097279472	2426
r_pp_light_00124.fits	0	60212.40692210663	2460212.4069221066	NaN	NaN	0	1.168655	NaN	-10.4	40	NaN	NaN	3982544.1547288685	39664	45.376766091051806	1911	460245.491218405	12411	27.100622903689505	2087
r_pp_light_00125.fits	0	60212.407465393655	2460212.4074653937	NaN	NaN	0	1.16905	NaN	-10.4	40	NaN	NaN	5431404.570569417	36448	38.54983606557377	3050	461894.78995772527	6646	26.21718146718147	3108
r_pp_light_00126.fits	0	60212.40801006975	2460212.4080100697	NaN	NaN	0	1.169442	NaN	-10.4	40	NaN	NaN	4374123.706269567	38855	39.80044052863436	2270	460112.93147542526	9856	23.546972860125262	2395
r_pp_light_00127.fits	0	60212.40855393512	2460212.408553935	NaN	NaN	0	1.169832	NaN	-10.3	40	NaN	NaN	5772701.0290643135	33962	34.38815789473684	3648	463961.44745037745	5760	25.999191374663074	3710
r_pp_light_00128.fits	0	60212.40909817163	2460212.4090981716	NaN	NaN	0	1.170237	NaN	-10.3	40	NaN	NaN	4652861.73353209	35065	39.62301101591187	2451	463435.1088249789	8874	25.116692426584233	2588
r_pp_light_00130.fits	0	60212.410185902845	2460212.410185903	NaN	NaN	0	1.171054	NaN	-10.4	40	NaN	NaN	4620411.873604956	42541	43.430406852248396	2335	460213.6010197932	10212	25.886252045826513	2444
r_pp_light_00131.fits	0	60212.41073196754	2460212.4107319675	NaN	NaN	0	1.171461	NaN	-10.4	40	NaN	NaN	4121173.880112583	37518	42.98953336240733	2293	463933.514075536	11945	27.893809114359414	2326
r_pp_light_00132.fits	0	60212.411276076455	2460212.4112760765	NaN	NaN	0	1.171874	NaN	-10.4	40	NaN	NaN	4140298.450676716	32877	37.59010384850336	3274	468690.04322056513	15522	28.095869761832983	3317
r_pp_light_00133.fits	0	60212.41182150459	2460212.4118215046	NaN	NaN	0	1.172289	NaN	-10.4	40	NaN	NaN	4489411.948299403	37745	43.87957181088314	2242	465306.6588058106	10823	29.0994498518832	2363
r_pp_light_00134.fits	0	60212.412364930846	2460212.412364931	NaN	NaN	0	1.172711	NaN	-10.4	40	NaN	NaN	3766636.750772973	39325	45.111397627643115	1939	461845.34022783255	15075	26.962347188264058	2045
r_pp_light_00135.fits	0	60212.412909097504	2460212.4129090975	NaN	NaN	0	1.17313	NaN	-10.4	40	NaN	NaN	3759953.93417974	41320	47.25088339222615	1981	461631.9405305094	15201	29.954702117183654	2031
r_pp_light_00136.fits	0	60212.41345331026	2460212.4134533103	NaN	NaN	0	1.173551	NaN	-10.4	40	NaN	NaN	3517977.8644732097	40399	46.5298353909465	1944	461301.2582836288	19091	29.390922401171302	2049
r_pp_light_00137.fits	0	60212.41399760451	2460212.4139976045	NaN	NaN	0	1.173975	NaN	-10.4	40	NaN	NaN	3705150.0885440437	39258	46.52805986103688	1871	460720.44367697294	15420	28.38588807785888	2055
r_pp_light_00138.fits	0	60212.41454224568	2460212.4145422457	NaN	NaN	0	1.174403	NaN	-10.4	40	NaN	NaN	3969100.8187641483	39363	45.60393541876892	1982	458556.6041833309	12823	28.001968503937007	2032
r_pp_light_00139.fits	0	60212.415086505	2460212.415086505	NaN	NaN	0	1.17483	NaN	-10.4	40	NaN	NaN	4074151.902938278	40665	47.92910634048926	2003	462185.6198404725	12626	27.552352048558422	1977
r_pp_light_00140.fits	0	60212.41563000018	2460212.41563	NaN	NaN	0	1.175261	NaN	-10.4	40	NaN	NaN	3886059.5515369107	41992	43.89808917197452	2355	463946.3983696473	16288	28.47370566653078	2453
r_pp_light_00141.fits	0	60212.41617619246	2460212.4161761925	NaN	NaN	0	1.175707	NaN	-10.3	40	NaN	NaN	4663694.195240609	41206	43.43207712532866	2282	461734.7512961131	10099	26.735402204981625	2449
r_pp_light_00142.fits	0	60212.41672090301	2460212.416720903	NaN	NaN	0	1.176145	NaN	-10.4	40	NaN	NaN	3881283.6128430343	39318	46.438669438669436	1924	461553.46391733515	13889	26.638276553106213	1996
r_pp_light_00146.fits	0	60212.41889895825	2460212.4188989582	NaN	NaN	0	1.177922	NaN	-10.4	40	NaN	NaN	4628582.856507929	38696	42.94644387317909	2334	463386.64716725756	9425	25.46277252159605	2431
r_pp_light_00147.fits	0	60212.41944332188	2460212.419443322	NaN	NaN	0	1.178373	NaN	-10.4	40	NaN	NaN	3951812.7606465104	43867	48.24923391215526	1958	459995.6024387981	13947	28.564982834722905	2039
r_pp_light_00148.fits	0	60212.41998716444	2460212.4199871644	NaN	NaN	0	1.178826	NaN	-10.4	40	NaN	NaN	4344820.645568866	35584	43.34172818063396	2303	464137.83319456776	11135	27.837229069273267	2353
r_pp_light_00151.fits	0	60212.42162216455	2460212.4216221645	NaN	NaN	0	1.180214	NaN	-10.4	40	NaN	NaN	4791051.664561074	42087	44.501457725947525	2401	458742.80739648896	9524	28.623275862068965	2320
r_pp_light_00152.fits	0	60212.42216645833	2460212.4221664583	NaN	NaN	0	1.180676	NaN	-10.4	40	NaN	NaN	3771379.0013823393	41159	47.51422550052687	1898	459423.58295191155	15247	29.297039638735576	1993
r_pp_light_00153.fits	0	60212.42271079868	2460212.4227107987	NaN	NaN	0	1.181143	NaN	-10.4	40	NaN	NaN	3742860.2986761997	44238	47.64412997903564	1908	459746.0121635945	17045	28.541478129713425	1989
r_pp_light_00154.fits	0	60212.423254247755	2460212.4232542478	NaN	NaN	0	1.181609	NaN	-10.4	40	NaN	NaN	4251650.010262855	39782	45.556279878313774	2301	462450.2026832005	11933	29.40533672172808	2361
r_pp_light_00155.fits	0	60212.42379890056	2460212.4237989006	NaN	NaN	0	1.182082	NaN	-10.3	40	NaN	NaN	4490127.829138892	39309	44.43942683456361	2303	458753.88096077304	10273	29.270894582108358	2381
r_pp_light_00156.fits	0	60212.42434284743	2460212.4243428474	NaN	NaN	0	1.182552	NaN	-10.4	40	NaN	NaN	4523761.069133725	33056	41.79468302658487	2445	459450.95486507047	12027	27.626150306748468	2608
r_pp_light_00157.fits	0	60212.424887326546	2460212.4248873265	NaN	NaN	0	1.183034	NaN	-10.4	40	NaN	NaN	4359818.083869282	43832	44.475121092029944	2271	455871.27635113563	13601	27.113598673300167	2412
r_pp_light_00158.fits	0	60212.425431053154	2460212.425431053	NaN	NaN	0	1.183514	NaN	-10.4	40	NaN	NaN	3695631.377760384	40802	49.89678423236514	1928	460883.6638257838	17067	29.93320235756385	2036
r_pp_light_00159.fits	0	60212.425975393504	2460212.4259753935	NaN	NaN	0	1.184005	NaN	-10.4	40	NaN	NaN	3739793.381095937	41363	47.41595744680851	1880	455696.15452824463	17029	26.72647914645975	2062
r_pp_light_00160.fits	0	60212.42651965283	2460212.426519653	NaN	NaN	0	1.18449	NaN	-10.4	40	NaN	NaN	3854076.0086669466	40455	48.255838090295796	1927	460608.29325305775	14719	29.48705422569614	2047
r_pp_light_00161.fits	0	60212.4270661925	2460212.4270661925	NaN	NaN	0	1.184978	NaN	-10.4	40	NaN	NaN	3814325.454143412	44675	49.00615384615384	1950	455377.97206791374	17246	26.62116858237548	2088
r_pp_light_00162.fits	0	60212.42760986136	2460212.4276098614	NaN	NaN	0	1.185468	NaN	-10.4	40	NaN	NaN	3611355.046180797	45606	47.92361809045226	1990	460872.7824436648	19689	29.039632672788787	2069
r_pp_light_00163.fits	0	60212.428154467605	2460212.4281544676	NaN	NaN	0	1.185962	NaN	-10.4	40	NaN	NaN	3755933.1536114006	45029	47.539480387162506	1963	461414.35564919113	16529	29.563771712158808	2015
r_pp_light_00164.fits	0	60212.428697801195	2460212.428697801	NaN	NaN	0	1.186458	NaN	-10.4	40	NaN	NaN	3966646.1808327455	42584	48.156266116554924	1939	460563.1126275087	14392	28.417715392061954	2066
r_pp_light_00165.fits	0	60212.42924221093	2460212.429242211	NaN	NaN	0	1.186957	NaN	-10.4	40	NaN	NaN	3923472.0677161748	41501	51.31124807395994	1947	459856.31012689276	14451	30.548663640948057	1983
r_pp_light_00166.fits	0	60212.42978651635	2460212.4297865164	NaN	NaN	0	1.18746	NaN	-10.4	40	NaN	NaN	4275450.812714194	42279	52.911591355599214	2036	458469.0386569394	12580	30.492836676217767	2094
r_pp_light_00167.fits	0	60212.43033072911	2460212.430330729	NaN	NaN	0	1.187962	NaN	-10.4	40	NaN	NaN	3873905.0197747657	40183	50.36185567010309	1940	460369.4056772299	12624	31.111057460164172	2071
r_pp_light_00168.fits	0	60212.43087531254	2460212.4308753125	NaN	NaN	0	1.188472	NaN	-10.4	40	NaN	NaN	3793232.955683484	41127	49.97041123370111	1994	458090.6565138137	14918	30.500470366886173	2126
r_pp_light_00169.fits	0	60212.43142062519	2460212.431420625	NaN	NaN	0	1.18898	NaN	-10.4	40	NaN	NaN	3650171.0027261013	41449	49.478283350568766	1934	461480.84104421793	17953	29.52718204488778	2005
r_pp_light_00170.fits	0	60212.43196390057	2460212.4319639006	NaN	NaN	0	1.189491	NaN	-10.4	40	NaN	NaN	4628112.28355369	40438	46.31945040790038	2329	461521.6841659199	10099	29.03250975292588	2307
r_pp_light_00171.fits	0	60212.43251039367	2460212.4325103937	NaN	NaN	0	1.190017	NaN	-10.4	40	NaN	NaN	3926720.4965824	38003	47.98862512363996	2022	461468.7878707654	14948	30.10486537553141	2117
r_pp_light_00172.fits	0	60212.43305526627	2460212.4330552663	NaN	NaN	0	1.190536	NaN	-10.4	40	NaN	NaN	3764672.987021278	42646	49.91628381827463	1959	460545.9054529882	16960	29.43638170974155	2012
r_pp_light_00173.fits	0	60212.43360070605	2460212.433600706	NaN	NaN	0	1.191056	NaN	-10.4	40	NaN	NaN	4060811.2023279755	39842	44.30136402387042	2346	458956.0975833797	14019	29.512313282196207	2477
r_pp_light_00174.fits	0	60212.434145023115	2460212.434145023	NaN	NaN	0	1.191579	NaN	-10.4	40	NaN	NaN	4157263.7925959467	40519	44.825438596491225	2280	461121.09358815855	13605	30.54309224772629	2309
r_pp_light_00175.fits	0	60212.434689641465	2460212.4346896415	NaN	NaN	0	1.192103	NaN	-10.4	40	NaN	NaN	3919364.041277263	42343	49.56983240223464	1969	459714.90484330634	14989	29.91587854654057	2009
r_pp_light_00176.fits	0	60212.435233217664	2460212.4352332177	NaN	NaN	0	1.192631	NaN	-10.4	40	NaN	NaN	4197361.759786834	46450	49.597006948156064	1871	454908.9741257129	13432	30.534643734643733	2035
r_pp_light_00177.fits	0	60212.43577802088	2460212.435778021	NaN	NaN	0	1.19316	NaN	-10.4	40	NaN	NaN	4257458.583760082	40806	46.58267716535433	2286	459529.98978798056	12969	31.367880085653105	2335
r_pp_light_00178.fits	0	60212.436322234105	2460212.436322234	NaN	NaN	0	1.193694	NaN	-10.4	40	NaN	NaN	3936465.299430503	41655	48.90827067669173	1995	458199.66716300545	15860	30.57392147358216	2063
r_pp_light_00179.fits	0	60212.436865602154	2460212.436865602	NaN	NaN	0	1.194229	NaN	-10.4	40	NaN	NaN	4453609.670999697	39239	47.77230359520639	2253	459499.6672734775	11304	30.60430107526882	2325
r_pp_light_00180.fits	0	60212.43740949081	2460212.437409491	NaN	NaN	0	1.194768	NaN	-10.3	40	NaN	NaN	3722568.2626367803	38857	49.888444222111055	1999	461410.928561371	17323	30.296844181459566	2028
r_pp_light_00181.fits	0	60212.43795519695	2460212.437955197	NaN	NaN	0	1.195309	NaN	-10.4	40	NaN	NaN	3927203.2532974924	41994	45.5846286701209	2316	460010.3642479819	15117	29.953924914675767	2344
r_pp_light_00182.fits	0	60212.438499560114	2460212.43849956	NaN	NaN	0	1.195853	NaN	-10.4	40	NaN	NaN	4012243.1643161294	45367	50.9535240040858	1958	457015.0464661295	14623	27.870061875297477	2101
r_pp_light_00183.fits	0	60212.43904351862	2460212.4390435186	NaN	NaN	0	1.1964	NaN	-10.4	40	NaN	NaN	3820477.488640002	46895	48.58620689655172	2001	459740.4640239366	16780	27.116995666827155	2077
r_pp_light_00184.fits	0	60212.43958784733	2460212.4395878473	NaN	NaN	0	1.196947	NaN	-10.4	40	NaN	NaN	4337787.1363417795	38303	46.56397090286692	2337	456446.1190913728	12929	29.507323026851097	2458
r_pp_light_00185.fits	0	60212.44013122702	2460212.440131227	NaN	NaN	0	1.197499	NaN	-10.4	40	NaN	NaN	4106164.506016735	45969	49.44540375825292	1969	458020.34884890734	14294	30.8996003996004	2002
