Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Source_SNR_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	Source-Sky_C2	Source_SNR_C2	Peak_C2	Sky/Pixel_C2	N_Sky_Pixels_C2
r_pp_light_00055.fits	0	60192.44223358808	2460192.442233588	NaN	NaN	0	1.156679	NaN	-10.3	40	NaN	NaN	3932084.90592931	1357.3708391506736	39522	29.582803357924192	3931	436458.90950356144	205.75505632616049	11363	23.91444250436518	4009
r_pp_light_00056.fits	0	60192.44277812494	2460192.442778125	NaN	NaN	0	1.156981	NaN	-10.4	40	NaN	NaN	3854137.2476042965	1337.5796169742214	39979	28.66835059358424	3959	438026.0312178099	206.5127332074249	12276	23.04678217821782	4040
r_pp_light_00057.fits	0	60192.44332240755	2460192.4433224075	NaN	NaN	0	1.157285	NaN	-10.3	40	NaN	NaN	4056136.2103459183	1388.513787479028	41022	28.620129032258063	3875	433762.6263489853	204.5201419376622	10845	24.540195341848236	3993
r_pp_light_00058.fits	0	60192.44386696769	2460192.4438669677	NaN	NaN	0	1.157592	NaN	-10.4	40	NaN	NaN	4022261.2249354953	1379.8781527285569	36744	28.52836052836053	3861	435432.9791984093	205.32556947572857	11258	22.95050982342701	4021
r_pp_light_00059.fits	0	60192.44441201398	2460192.444412014	NaN	NaN	0	1.157902	NaN	-10.3	40	NaN	NaN	3869180.025499061	1341.2305748376111	39182	29.11923566878981	3925	437981.0312259783	206.6098026874799	11780	22.042853664475285	4107
r_pp_light_00060.fits	0	60192.44495650474	2460192.4449565047	NaN	NaN	0	1.158214	NaN	-10.3	40	NaN	NaN	4070764.9305734076	1392.4025283625715	37814	29.4780163599182	3912	434745.3395336941	204.8914708260774	10732	22.908998732572876	3945
r_pp_light_00061.fits	0	60192.44550150493	2460192.445501505	NaN	NaN	0	1.15853	NaN	-10.3	40	NaN	NaN	3904327.818785824	1350.514317817713	37761	27.424242424242426	3960	436474.66834267735	205.9077165099322	11569	21.986301369863014	4088
r_pp_light_00062.fits	0	60192.44604599569	2460192.4460459957	NaN	NaN	0	1.158847	NaN	-10.4	40	NaN	NaN	4300207.241167066	1449.7802743617199	37719	28.67389659520807	3965	427271.566216459	201.62629217403506	8853	23.364160401002508	3990
r_pp_light_00063.fits	0	60192.44659107644	2460192.4465910764	NaN	NaN	0	1.159168	NaN	-10.3	40	NaN	NaN	4427758.291698888	1481.2164659426005	38047	30.497764530551414	4026	429953.65713394864	202.81242740479996	7911	23.631777108433734	3984
r_pp_light_00064.fits	0	60192.44713619212	2460192.447136192	NaN	NaN	0	1.159491	NaN	-10.3	40	NaN	NaN	3967487.3667766033	1365.8189198840241	41058	28.62633637548892	3835	437856.8797577468	206.37455045010114	11909	23.206844866350238	4003
r_pp_light_00065.fits	0	60192.44768059021	2460192.44768059	NaN	NaN	0	1.159816	NaN	-10.3	40	NaN	NaN	3664562.332655039	1288.020514194309	38824	28.990063694267516	3925	439418.03835080145	207.02644809313864	12437	23.810050251256282	3980
r_pp_light_00066.fits	0	60192.44822503487	2460192.448225035	NaN	NaN	0	1.160144	NaN	-10.4	40	NaN	NaN	3806083.370428793	1325.1313577930755	39434	29.561536517563813	3957	439541.33945208334	207.13204804093934	12260	22.82996254681648	4005
r_pp_light_00067.fits	0	60192.448769479524	2460192.4487694795	NaN	NaN	0	1.160474	NaN	-10.4	40	NaN	NaN	3737464.5866992963	1307.3267038777421	37083	28.540055597675007	3957	434856.3163855025	204.9524408839888	12682	23.758847320525785	3956
r_pp_light_00068.fits	0	60192.44931388926	2460192.4493138893	NaN	NaN	0	1.160807	NaN	-10.3	40	NaN	NaN	4253918.752398834	1438.8729746831802	38225	27.471039603960396	4040	430307.0376718358	203.0051105867773	9851	22.845538615346165	4001
r_pp_light_00069.fits	0	60192.44985897001	2460192.44985897	NaN	NaN	0	1.161143	NaN	-10.3	40	NaN	NaN	4058115.473392736	1389.0664238562265	39029	27.272375548104204	3877	429393.0697441921	202.62004342654166	9589	23.396465903434546	4018
r_pp_light_00070.fits	0	60192.45040394692	2460192.450403947	NaN	NaN	0	1.161482	NaN	-10.3	40	NaN	NaN	4284113.430501003	1444.9266064712322	38223	27.489261393399687	3818	429579.04784466844	202.75006416696345	8420	22.46511627906977	4042
r_pp_light_00071.fits	0	60192.45094835665	2460192.4509483567	NaN	NaN	0	1.161823	NaN	-10.3	40	NaN	NaN	3943255.640746114	1360.2998143436541	39785	28.61817720233562	3939	436483.6944698902	205.64095723626306	11293	22.28775146422205	3927
r_pp_light_00072.fits	0	60192.45149275474	2460192.4514927547	NaN	NaN	0	1.162166	NaN	-10.3	40	NaN	NaN	4148115.454133182	1411.9698638718262	38385	27.556064073226544	3933	435620.6186992822	205.4529334097405	9015	22.26879327398615	4044
r_pp_light_00073.fits	0	60192.452037280425	2460192.4520372804	NaN	NaN	0	1.162512	NaN	-10.3	40	NaN	NaN	4065340.7690469194	1391.71437000028	39377	27.033657442034407	4011	433351.4630772156	204.42696734515982	10226	22.847239415696954	4039
r_pp_light_00074.fits	0	60192.45258228015	2460192.45258228	NaN	NaN	0	1.162861	NaN	-10.3	40	NaN	NaN	4131681.107389734	1408.145051645048	38291	27.42634489693313	3978	436120.037036694	205.570392103769	9454	23.53574115876599	3987
r_pp_light_00075.fits	0	60192.45312737301	2460192.453127373	NaN	NaN	0	1.163213	NaN	-10.3	40	NaN	NaN	3983010.863749459	1369.8147636829226	40542	29.47673511827398	3847	436462.64922645496	205.74328220798367	10336	23.92676830792302	4001
r_pp_light_00076.fits	0	60192.45367190987	2460192.45367191	NaN	NaN	0	1.163567	NaN	-10.3	40	NaN	NaN	3678301.8906978723	1292.3313486919824	39934	29.37444389520514	4046	436336.9708043697	205.67412468652594	12055	24.86743371685843	3998
r_pp_light_00077.fits	0	60192.454216493294	2460192.4542164933	NaN	NaN	0	1.163923	NaN	-10.3	40	NaN	NaN	3646798.7846038016	1283.3178857555913	39238	29.61111111111111	3924	441181.04056441435	207.753808917022	13014	24.376551025576095	3949
r_pp_light_00078.fits	0	60192.45476149302	2460192.454761493	NaN	NaN	0	1.164283	NaN	-10.3	40	NaN	NaN	3926075.792499404	1355.5039306534368	39145	29.481815836987362	3877	437810.5416026915	206.46091815561022	12070	23.40157286802654	4069
r_pp_light_00079.fits	0	60192.4553063889	2460192.455306389	NaN	NaN	0	1.164645	NaN	-10.3	40	NaN	NaN	3842371.72470199	1335.026127555104	43234	30.52320987654321	4050	437410.8412103916	206.05992331249294	11522	24.63115169964485	3942
r_pp_light_00080.fits	0	60192.455851423554	2460192.4558514236	NaN	NaN	0	1.16501	NaN	-10.4	40	NaN	NaN	3737191.3117828616	1307.9511956469594	39341	30.063647490820074	4085	433340.5211353638	204.36075232788315	12099	25.99377799900448	4018
r_pp_light_00081.fits	0	60192.45639594924	2460192.4563959492	NaN	NaN	0	1.165377	NaN	-10.3	40	NaN	NaN	4007161.148219951	1375.9044169059869	38363	31.012990387113536	3849	432684.30762816174	204.01069037472263	10381	26.279799247176914	3985
r_pp_light_00082.fits	0	60192.45694035897	2460192.456940359	NaN	NaN	0	1.165746	NaN	-10.3	40	NaN	NaN	4333715.653262962	1457.834644093805	36540	30.67713345150671	3949	429424.504799467	202.46930914896834	8766	26.108314263920672	3933
r_pp_light_00083.fits	0	60192.45748471096	2460192.457484711	NaN	NaN	0	1.166118	NaN	-10.4	40	NaN	NaN	4058549.9480097396	1388.8893519919557	37415	29.10856547774017	3841	431154.2147382074	203.52170244076586	9676	25.018301610541727	4098
r_pp_light_00084.fits	0	60192.458029328845	2460192.458029329	NaN	NaN	0	1.166493	NaN	-10.3	40	NaN	NaN	3572079.1194327297	1263.4258094966356	38179	29.86229843869977	3907	438492.7748691375	206.64434406392647	13168	24.016754188547136	3999
r_pp_light_00085.fits	0	60192.458573831245	2460192.4585738312	NaN	NaN	0	1.16687	NaN	-10.3	40	NaN	NaN	3830131.6906049047	1330.9351730428193	37874	30.342409452864114	3893	434290.52460339	204.82796376447106	10736	24.97177519187918	4039
r_pp_light_00086.fits	0	60192.45911914343	2460192.4591191434	NaN	NaN	0	1.167251	NaN	-10.3	40	NaN	NaN	3882705.4973750007	1344.6784222161496	36074	30.00968152866242	3925	433684.13301779586	204.37059742894337	10907	24.855869620575504	3927
r_pp_light_00087.fits	0	60192.459663726855	2460192.459663727	NaN	NaN	0	1.167634	NaN	-10.3	40	NaN	NaN	3759085.0038999375	1313.2113353415364	37885	30.433524569718134	4009	435326.04764478974	205.17604069688147	11581	25.08058423570889	3971
r_pp_light_00088.fits	0	60192.46020868048	2460192.4602086805	NaN	NaN	0	1.168019	NaN	-10.3	40	NaN	NaN	3925276.4833095	1355.6525036660705	38770	29.503050330452467	3934	434440.40305947233	204.63896289012854	9438	24.568708183221823	3886
r_pp_light_00089.fits	0	60192.46075312514	2460192.460753125	NaN	NaN	0	1.168407	NaN	-10.3	40	NaN	NaN	3825340.938009944	1329.81370180628	38515	29.57804503582395	3908	437710.83138809213	206.19654714007655	11458	24.0918548591728	3941
r_pp_light_00090.fits	0	60192.461298206355	2460192.4612982064	NaN	NaN	0	1.168798	NaN	-10.3	40	NaN	NaN	4145957.587022897	1410.6478023258196	37020	29.431526577638124	3819	429306.05217064393	202.62737559356063	9241	24.63385146804836	4053
r_pp_light_00091.fits	0	60192.46184331039	2460192.4618433104	NaN	NaN	0	1.169191	NaN	-10.3	40	NaN	NaN	4036765.665383697	1383.8177910285008	40298	30.837844739530134	3916	434420.5878999911	204.89847457102522	10378	24.47007912957468	4044
r_pp_light_00092.fits	0	60192.462387743406	2460192.4623877434	NaN	NaN	0	1.169587	NaN	-10.4	40	NaN	NaN	3799511.7841118136	1323.4883459247967	38117	29.38729198184569	3966	437487.54991003685	206.11110020497026	10640	24.055710306406684	3949
r_pp_light_00093.fits	0	60192.462932754774	2460192.462932755	NaN	NaN	0	1.169985	NaN	-10.3	40	NaN	NaN	3767010.604123525	1314.8095417453503	37783	30.628179043743643	3932	438106.8926223644	206.3683626412427	11166	25.43320659062104	3945
r_pp_light_00094.fits	0	60192.46347728046	2460192.4634772805	NaN	NaN	0	1.170386	NaN	-10.3	40	NaN	NaN	3584835.528669756	1266.4832491256598	40554	29.85855177783545	3853	438317.2384913769	206.44765457075445	13466	25.10648030495553	3935
r_pp_light_00095.fits	0	60192.46402173629	2460192.4640217363	NaN	NaN	0	1.17079	NaN	-10.3	40	NaN	NaN	3766559.8958391207	1314.5012158307625	38676	30.07337095946639	3898	438653.2216642902	206.6878566167813	11746	24.528983688833126	3985
r_pp_light_00096.fits	0	60192.464566192124	2460192.464566192	NaN	NaN	0	1.171196	NaN	-10.4	40	NaN	NaN	3950413.5092329206	1361.3429680742947	38370	30.968635650810246	3826	435766.88923664787	205.4047489896045	9663	26.62656328164082	3998
r_pp_light_00097.fits	0	60192.46511068288	2460192.465110683	NaN	NaN	0	1.171604	NaN	-10.4	40	NaN	NaN	4017187.302630819	1379.2620734579018	37693	31.957852483692925	3986	432191.61869312177	203.89182357078082	9434	25.628988374969083	4043
r_pp_light_00098.fits	0	60192.465655162	2460192.465655162	NaN	NaN	0	1.172016	NaN	-10.4	40	NaN	NaN	4050133.4843760603	1387.3133798225242	36936	29.44616950878086	3929	433449.89438420464	204.229050513273	9555	24.33358954650269	3903
r_pp_light_00099.fits	0	60192.46620021993	2460192.46620022	NaN	NaN	0	1.17243	NaN	-10.4	40	NaN	NaN	3609127.2712494894	1272.9522980007769	37747	31.37464424320828	3865	438992.07824872975	206.7454453836865	13025	27.038295713923407	3943
r_pp_light_00100.fits	0	60192.46674475726	2460192.4667447573	NaN	NaN	0	1.172847	NaN	-10.4	40	NaN	NaN	3495941.877367767	1242.9624317388107	36325	30.552584211879662	3889	440736.8149331122	207.7577281679944	13459	25.454723926380368	4075
r_pp_light_00101.fits	0	60192.467289282475	2460192.4672892825	NaN	NaN	0	1.173266	NaN	-10.3	40	NaN	NaN	3569848.2547014477	1262.8358247382735	37617	30.159631619339983	3909	437222.3947914774	205.93673777690105	12732	25.36910527657405	3923
r_pp_light_00102.fits	0	60192.46783432877	2460192.4678343288	NaN	NaN	0	1.173688	NaN	-10.3	40	NaN	NaN	3610041.457137056	1273.0135639696696	37722	30.51435281837161	3832	439508.89891439636	207.0496196845069	10542	26.594628514056225	3984
r_pp_light_00103.fits	0	60192.468378785066	2460192.468378785	NaN	NaN	0	1.174112	NaN	-10.3	40	NaN	NaN	3917478.6033030385	1353.4140135375562	38305	31.483606557377048	3904	431804.68803185783	203.6603375610063	10145	25.603443973047167	4007
r_pp_light_00104.fits	0	60192.46892318316	2460192.468923183	NaN	NaN	0	1.174539	NaN	-10.3	40	NaN	NaN	3750530.455941191	1309.708354851768	37248	29.923137667807318	3799	437233.53296419035	206.00916195484692	11430	24.13700707785642	3956
r_pp_light_00105.fits	0	60192.46946825227	2460192.4694682523	NaN	NaN	0	1.174969	NaN	-10.3	40	NaN	NaN	3817908.196685852	1328.1611710313982	37793	31.143686868686867	3960	437190.431442705	206.13824047273232	10198	26.10406905055487	4055
r_pp_light_00106.fits	0	60192.470012696926	2460192.470012697	NaN	NaN	0	1.175402	NaN	-10.3	40	NaN	NaN	3619168.70860022	1275.9070137420363	36186	31.458099131323454	3914	435321.976098521	205.19120431094007	12043	26.436810431293882	3988
r_pp_light_00107.fits	0	60192.470557557885	2460192.470557558	NaN	NaN	0	1.175837	NaN	-10.3	40	NaN	NaN	3579589.8354230337	1265.2741431857025	41920	31.14296734379018	3889	436584.88960237347	205.6775893767481	11650	27.476697061803446	3948
