2460180.4104297110, -17.5921
2460180.4106859490, -17.6126
2460180.4109417363, -17.6056
2460180.4111984493, -17.7555
2460180.4114540513, -17.7255
2460180.4117098381, -17.6669
2460180.4119662270, -17.6999
2460180.4122218750, -17.7967
2460180.4124776623, -17.933
2460180.4127333104, -17.7232
2460180.4129889584, -17.6966
2460180.4132446991, -17.7643
2460180.4135010880, -17.8203
2460180.4137567822, -17.9263
2460180.4145247452, -17.9957
2460180.4147811341, -17.8702
2460180.4152939119, -17.9646
2460180.4158053473, -18.1049
2460180.4163173381, -18.0865
2460180.4170850231, -17.9432
2460180.4193878928, -18.084
2460180.4196442817, -17.9347
2460180.4198999763, -17.8211
2460180.4201556244, -17.9242
2460180.4204120133, -17.8923
2460180.4206684949, -17.9559
2460180.4209242826, -17.8888
2460180.4214363657, -17.9081
2460180.4216927085, -17.9435
2460180.4219483105, -17.9127
2460180.4222046528, -17.8726
2460180.4224603008, -17.8675
2460180.4227159955, -17.927
2460180.4229717362, -18.0303
