2460180.4652542942, -17.7915
2460180.4655687846, -17.6611
2460180.4658825696, -17.6489
2460180.4661959726, -17.6626
2460180.4665096644, -17.6616
2460180.4668242363, -17.5955
2460180.4671383793, -17.6993
2460180.4674521992, -17.6808
2460180.4677658682, -17.8007
2460180.4680797104, -17.7545
2460180.4683933565, -17.663
2460180.4687070721, -17.8089
2460180.4690207178, -17.7873
2460180.4693344212, -17.7139
2460180.4696481712, -17.6079
2460180.4699619212, -17.7769
2460180.4702765625, -17.723
2460180.4705910073, -17.8283
2460180.4709048038, -17.85
2460180.4712185534, -17.6844
2460180.4715322573, -17.7139
2460180.4718460538, -17.677
2460180.4721598034, -17.4838
2460180.4724745140, -17.5327
2460180.4727883218, -17.6472
2460180.4731028127, -17.7324
2460180.4734166092, -17.6181
2460180.4737304165, -17.7153
2460180.4740441088, -17.6015
2460180.4743580096, -17.6743
2460180.4746717131, -17.549
2460180.4749853937, -17.5615
2460180.4752998031, -17.5589
2460180.4756134492, -17.6142
2460180.4759270721, -17.5846
2460180.4762408677, -17.5099
2460180.4765555323, -17.8487
2460180.4768693522, -17.9206
2460180.4771840163, -17.8553
2460180.4774978128, -17.7267
