2460180.360218,-6.331561,0.005049,
2460180.360473,-6.366684,0.003391,
2460180.360729,-6.372772,0.003408,
2460180.360985,-6.301551,0.003039,
2460180.361241,-6.356093,0.003031,
2460180.361497,-6.364126,0.003088,
2460180.361753,-6.362775,0.003301,
2460180.362008,-6.295482,0.003497,
2460180.362264,-6.342547,0.003212,
2460180.362520,-6.363685,0.003217,
2460180.362775,-6.368229,0.003355,
2460180.363031,-6.311773,0.003105,
2460180.363286,-6.251666,0.003057,
2460180.363542,-6.267521,0.003189,
2460180.363798,-6.350419,0.003017,
2460180.364054,-6.408677,0.003631,
2460180.364310,-6.413849,0.003186,
2460180.364565,-6.387123,0.003406,
2460180.364821,-6.329549,0.003896,
2460180.365077,-6.375472,0.003214,
2460180.365332,-6.365923,0.003250,
2460180.365588,-6.362541,0.003161,
2460180.365843,-6.336344,0.002771,
2460180.366100,-6.348795,0.003156,
2460180.366355,-6.369769,0.003260,
2460180.366610,-6.261431,0.003040,
2460180.366866,-6.322088,0.003299,
2460180.367121,-6.310766,0.003417,
2460180.367377,-6.266397,0.002935,
2460180.367632,-6.315201,0.003384,
2460180.367888,-6.315173,0.003145,
2460180.368144,-6.341327,0.003261,
2460180.368400,-6.284453,0.003208,
2460180.368656,-6.378417,0.003424,
2460180.368912,-6.318248,0.003165,
2460180.369168,-6.397573,0.003725,
2460180.369423,-6.347501,0.003483,
2460180.369678,-6.330337,0.003505,
2460180.369934,-6.313052,0.003459,
2460180.370189,-6.340508,0.003251,
2460180.370445,-6.311197,0.003394,
2460180.370700,-6.288574,0.003370,
2460180.370956,-6.376593,0.003569,
2460180.371213,-6.374565,0.003120,
2460180.371468,-6.381465,0.003151,
2460180.371723,-6.404295,0.003174,
2460180.371979,-6.424604,0.003638,
2460180.372235,-6.409887,0.004467,
2460180.372491,-6.340407,0.003717,
2460180.372746,-6.472304,0.003567,
