2460180.423245,-7.532774,0.016442,
2460180.423502,-7.436610,0.007275,
2460180.423758,-7.456837,0.010019,
2460180.424014,-7.384924,0.006270,
2460180.424270,-7.371033,0.006798,
2460180.424525,-7.370714,0.008228,
2460180.424781,-7.390668,0.007773,
2460180.425037,-7.787182,0.015036,
2460180.425293,-7.465491,0.011194,
2460180.425549,-7.653330,0.009376,
2460180.425805,-7.547837,0.012489,
2460180.426317,-7.600095,0.011618,
2460180.426573,-7.406274,0.007162,
2460180.426829,-7.676867,0.012385,
2460180.427085,-7.437657,0.008563,
2460180.427340,-7.325132,0.008731,
2460180.427596,-7.460942,0.008984,
2460180.427852,-7.501493,0.010859,
2460180.428107,-7.483166,0.009471,
2460180.428363,-7.554936,0.010311,
2460180.428619,-7.523330,0.011714,
2460180.428874,-7.609237,0.008666,
2460180.429130,-7.493773,0.011011,
2460180.429386,-7.313987,0.016761,
2460180.429898,-7.889753,0.019657,
2460180.430154,-7.878918,0.012842,
2460180.430410,-7.708391,0.014807,
2460180.430666,-7.872788,0.015748,
2460180.430922,-7.681606,0.010311,
2460180.431178,-7.672821,0.013490,
2460180.431433,-7.604281,0.016217,
2460180.431690,-7.733240,0.015297,
2460180.431946,-7.692042,0.017181,
2460180.432203,-7.733682,0.014192,
2460180.432458,-7.546603,0.016653,
2460180.432714,-7.702908,0.021337,
2460180.432970,-7.593948,0.018099,
2460180.433225,-7.695150,0.017579,
2460180.433481,-7.861665,0.017366,
