2460180.514339,-3.326368,0.002155,
2460180.514654,-3.265033,0.001860,
2460180.514969,-3.281717,0.002099,
2460180.515283,-3.261864,0.002463,
2460180.515597,-3.198299,0.001997,
2460180.515912,-3.231471,0.001970,
2460180.516228,-3.272044,0.001983,
2460180.516542,-3.253045,0.002185,
2460180.516857,-3.255338,0.002038,
2460180.517172,-3.222071,0.002033,
2460180.517487,-3.214588,0.002004,
2460180.517801,-3.211732,0.002147,
2460180.518115,-3.176037,0.002290,
2460180.518430,-3.157356,0.002131,
2460180.518745,-3.226722,0.002015,
2460180.519059,-3.355561,0.002224,
2460180.519373,-3.410434,0.002228,
2460180.519687,-3.284688,0.002146,
2460180.520002,-3.222808,0.001963,
2460180.520315,-3.243210,0.001883,
2460180.520630,-3.135001,0.001711,
2460180.520943,-3.164866,0.002114,
2460180.521258,-3.107234,0.002040,
2460180.521572,-3.158234,0.002034,
2460180.521887,-3.128455,0.001863,
2460180.522201,-3.230695,0.001836,
2460180.522515,-3.215575,0.001818,
2460180.522829,-3.162505,0.001948,
2460180.523142,-3.157624,0.002040,
2460180.523457,-3.177018,0.001813,
2460180.523772,-3.153588,0.002068,
2460180.524086,-3.154733,0.002019,
2460180.524400,-3.145252,0.001697,
2460180.524715,-3.111639,0.001744,
2460180.525029,-3.208960,0.002134,
2460180.525344,-3.245307,0.001950,
2460180.525658,-3.181329,0.001911,
2460180.525972,-3.258741,0.002368,
2460180.526287,-3.276728,0.002039,
2460180.526601,-3.201351,0.002299,
