Constell,Number,GCVS,n_GCVS,OriginClass,Code1,SubCode11,SubCode12,ProcClass,Code2,SubCode21,SubCode22,CMP,n_OriginClass,CurveType,VarType,Max,MinI,A1,MinII,A2,dA,f_Max,flt,Period [d],Log10.P [d],u_Period,f_Period,DI,u_DI,dI,DII,dII,MinII-MinI,SpType,B_SpCode1,b_SpCode1,LumClass1,B_SpCode2,b_SpCode2,LumClass2,ChromActive,RAh,RAm,RAs,DE-,DEd,DEm,DEs
1,12,RT And    , * ,CB      ,3,1,0, N   ,0,0,0,   # , # , EA  , RS      ,8.97,9.38,0.41,9.28,0.31,0.1, # , V  ,0.628921628,-0.2014, # , v ,170, # ,0,170,0,999, F8V              ,480,0,5,610,0,0, a ,23,11,10.1,,??,,
1,25,SY And    , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,10.7,12.2,1.5,99.99,9.99,9.99, # , V  ,34.90847015,1.5429, # , n ,60, # ,27,999,999,999, A0               ,300,0,0,610,0,0, q ,13,16,0.4,,??,,
1,27,TT And    , * ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,11.5,13,1.5,11.6,0.1,1.4, # , V  ,2.765141964,0.4417, # , v ,140, # ,0,999,999,999, A?              ,300,399,0,570,0,4, q ,23,13,22.9,,??,,
1,30,TW And    , * ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,8.98,11.04,2.06,9.13,0.15,1.91, # , V  ,4.122834206,0.6152, # , v ,130, # ,20,999,999,999, F0V              ,400,0,5,600,0,0, q ,31,8,2,,??,,
1,34,UU And    , # ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,11.2,14.2,3,11.4,0.2,2.8, # , V  ,1.486292958,0.1721, # , v ,170, # ,0,999,999,999, A8IV/V              ,380,0,4.5,0,0,0, q ,43,45,0.1,,??,,
1,45,WW And    , * ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,10.92,11.59,0.67,11.08,0.16,0.51, # , V  ,23.28521347,1.3671, # , n ,50, # ,0,999,0,999, A0:K0III        ,300,0,0,550,600,3, q ,23,44,53.5,,??,,
1,46,WX And    , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,12.1,13.8,1.7,99.99,9.99,9.99, # , V  ,3.001133919,0.4773, # , d ,120, # ,30,999,999,999, F5IV                ,450,0,4,0,0,0, q ,45,37,0.3,,??,,
1,48,WZ And    , # ,CB      ,3,1,0, N   ,0,0,0,   # , # , EB  , ======= ,11.6,12,0.4,11.61,0.01,0.39, # , V  ,0.69566381,-0.1576, # , v ,999, # ,0,999,0,999, F5                  ,450,0,0,0,0,0, q ,10,14,3.6,,??,,
1,51,XZ And    , * ,SA      ,2,1,0, N   ,0,0,0,   # , L , EA  , ======= ,9.91,12.45,2.54,10.16,0.25,2.29, # , V  ,1.357309103,0.1327, # , v ,160, # ,0,260,999,999, A1V?            ,310,0,5,550,0,4, q ,15,65,1.5,,??,,
1,55,AA And    , # ,CB      ,3,1,0, N   ,0,0,0,   # , # , EA  , ======= ,10.3,11.2,0.9,10.6,0.3,0.6, # , p  ,0.93509692,-0.0291, # , n ,210, # ,0,999,999,999, B8V                 ,280,0,5,0,0,0, q ,23,5,22.8,,??,,
1,56,AB And    , * ,CWW     ,3,3,2, N   ,0,0,0,   # , # , EW  , ======= ,9.49,10.46,0.97,10.32,0.83,0.14, # , V  ,0.331891209,-0.479, # , v ,999, # ,0,999,0,999, G5?              ,550,0,0,550,0,5, q ,23,11,32.1,,??,,
1,58,AD And    , # ,unknown ,0,0,0, CWA ,3,3,1,43, # , EB  , ======= ,11.2,11.82,0.62,11.78,0.58,0.04, # , V  ,0.986202002,-0.006, # , v ,999, # ,0,999,0,494, A0V                 ,300,0,5,0,0,0, q ,23,36,45,,??,,
1,66,AM And    , # ,unknown ,0,0,0, SA  ,2,1,0,76, # , EA  , ======= ,12.5,13.7,1.2,99.99,9.99,9.99, # , p  ,8.850509644,0.947, # , n ,80, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,50,7,5,,??,,
1,67,AN And    , # ,DM      ,1,1,0, N   ,0,0,0,   # , # , EB  , ======= ,6,6.16,0.16,6.09,0.09,0.07, # , p  ,3.219567061,0.5078, # , n ,999, # ,0,999,0,999, A7Vm                ,370,0,5,0,0,0, q ,23,18,23.3,,??,,
1,69,AP And    , # ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,11.3,11.9,0.6,11.8,0.5,0.1, # , p  ,1.587291002,0.2007, # , n ,120, # ,0,999,999,999, F5                  ,450,0,0,0,0,0, q ,23,49,30.7,,??,,
1,72,AS And    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,13.8,15.2,1.4,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,39,1.8,,??,,
1,82,BD And    , * ,CB      ,3,1,0, N   ,0,0,0,   # , # , EB  , ======= ,11.3,11.7,0.4,11.4,0.1,0.3, # , p  ,0.462905705,-0.3345, # , u ,999, # ,0,999,0,999, F8                  ,480,0,0,0,0,0, q ,23,7,5.2,,??,,
1,89,BL And    , # ,CBV     ,3,1,2, N   ,0,0,0,   # , # , EB  , ======= ,11.15,11.92,0.77,11.47,0.32,0.45, # , V  ,0.72237587,-0.1412, # , d ,999, # ,0,999,0,999, A0                  ,300,0,0,0,0,0, q ,23,11,24.3,,??,,
1,92,BO And    , # ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,13.4,16.3,2.9,99.99,9.99,9.99, # , p  ,5.797369957,0.7632, # , n ,110, # ,999,999,999,999, B8                  ,280,0,0,0,0,0, q ,22,58,38.2,,??,,
1,96,BS And    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,15.3,17.2,1.9,99.99,9.99,9.99, # , p  ,3.146166563,0.4978, # , n ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,12,47,,??,,
1,101,BX And    , * ,CB      ,3,1,0, N   ,0,0,0,   # , # , EW  , ======= ,8.87,9.53,0.66,9.12,0.25,0.41, # , V  ,0.610111892,-0.2146, # , v ,999, # ,0,999,0,999, F2V                 ,420,0,5,0,0,0, q ,20,90,3.4,,??,,
1,105,CD And    , * ,unknown ,0,0,0, SA  ,2,1,0,50, L , EA  , ======= ,9.9,10.4,0.5,10.4,0.5,0, # , p  ,34.4434,1.5371, # , n ,60, # ,0,999,999,999, F8                  ,480,0,0,0,0,0, q ,12,62,8.4,,??,,
1,114,CN And    , * ,CWA_CB  ,3,3,1, CB  ,3,1,0,   U , M , EW  , ======= ,9.62,10.21,0.59,9.9,0.28,0.31, # , V  ,0.462790906,-0.3346, # , d ,999, # ,0,999,0,999, F5V                 ,450,0,5,0,0,0, q ,20,30,0.5,,??,,
1,115,CO And    , # ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,11.1,12.1,1,99.99,9.99,9.99, : , p  ,1.827667832,0.2619, # , n ,140, # ,60,999,999,999, F8                  ,480,0,0,0,0,0, q ,11,12,4.8,,??,,
1,116,CP And    , # ,SA      ,2,1,0, N   ,0,0,0,   # , # , EA  , ======= ,11.4,12.9,1.5,11.45,0.05,1.45, : , p  ,3.608985901,0.5574, # , u ,110, # ,10,999,999,999, A5                  ,350,0,0,0,0,0, q ,21,25,1.2,,??,,
1,121,CU And    , * ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,12.5,16,3.5,99.99,9.99,9.99, # , p  ,1.715986013,0.2345, # , n ,150, # ,34,999,999,999, -----               ,0,0,0,0,0,0, q ,23,1,1.6,,??,,
1,126,CZ And    , # ,unknown ,0,0,0, DM  ,1,1,0,71, # , EA  , ======= ,12.4,13,0.6,99.99,9.99,9.99, # , p  ,2.717200041,0.4341, # , n ,70, # ,999,999,999,999, A6                  ,360,0,0,0,0,0, q ,23,9,0.9,,??,,
1,133,DK And    , # ,unknown ,0,0,0, CWW ,3,3,2,49, # , EW  , ======= ,12.5,13.1,0.6,13.1,0.6,0, # , p  ,0.489222407,-0.3105, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,23,28,45.9,,??,,
1,137,DO And    , # ,unknown ,0,0,0, CE  ,3,2,0,58, # , E   , ======= ,12.2,13.1,0.9,99.99,9.99,9.99, # , p  ,0.671999991,-0.1726, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,10,57,0.1,,??,,
1,141,DS And    , # ,CB      ,3,1,0, N   ,0,0,0,   # , # , EB  , ======= ,10.44,10.93,0.49,10.71,0.27,0.22, # , V  ,1.010518789,0.0045, # , n ,170, # ,40,999,70,999, F3IV-V?          ,430,0,4.5,500,0,5, q ,15,74,6,,??,,
1,145,DW And    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E   , ======= ,13.6,14.4,0.8,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,14,27.6,,??,,
1,155,EL And    , * ,unknown ,0,0,0, DM  ,1,1,0,85, # , EA  , ======= ,13.28,13.7,0.42,13.7,0.32,0, : , *  ,5.242,0.7195, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,12,62,7.9,,??,,
1,159,EP And    , # ,CWW     ,3,3,2, N   ,0,0,0,   # , # , EW  , ======= ,11.3,11.9,0.6,11.9,0.6,0, # , V  ,0.404107511,-0.3935, # , i ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,14,22,9.3,,??,,
1,167,EX And    , # ,unknown ,0,0,0, SA  ,2,1,0,97, # , EA  , ======= ,12.7,14.1,1.4,13,0.3,1.1, # , p  ,1.632498026,0.2129, # , v ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,39,51.9,,??,,
1,174,FK And    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,14,16.8,2.8,99.99,9.99,9.99, # , p  ,2.269409895,0.3559, # , n ,120, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,10,70,3.1,,??,,
1,175,FL And    , # ,unknown ,0,0,0, CB  ,3,1,0,41, # , EA  , ======= ,14.3,15.1,0.8,99.99,9.99,9.99, # , p  ,0.905644,-0.043, # , n ,100, # ,20,999,999,999, -----               ,0,0,0,0,0,0, q ,10,80,1.4,,??,,
1,186,FW And    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA: , ======= ,16.2,17,0.8,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,9,55.7,,??,,
1,188,FY And    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,15.6,16.4,0.8,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,23,28.6,,??,,
1,191,GH And    , * ,unknown ,0,0,0, CB  ,3,1,0,52, # , EA  , ======= ,13.5,14.5,1,14.1,0.6,0.4, # , p  ,1.103765249,0.0429, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,37,40.4,,??,,
1,192,GI And    , # ,unknown ,0,0,0, CWW ,3,3,2,40, # , EW  , ======= ,13.2,14,0.8,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,0,999,0,999, G0                  ,500,0,0,0,0,0, q ,23,39,28.2,,??,,
1,193,GK And    , # ,unknown ,0,0,0, SA  ,2,1,0,94, # , EA  , ======= ,11.3,12.4,1.1,11.5,0.2,0.9, # , p  ,2.009315968,0.303, # , n ,120, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,23,53,47.2,,??,,
1,205,GW And    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,14.6,17.4,2.8,99.99,9.99,9.99, # , B  ,2.279354096,0.3578, # , n ,80, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,35,9,0.4,,??,,
1,208,GZ And    , * ,CWW     ,3,3,2, N   ,0,0,0,   # , # , EW  , ======= ,10.83,11.61,0.78,11.58,0.75,0.03, # , V  ,0.305018008,-0.5157, # , v ,999, # ,0,999,0,999, G5V                 ,550,0,5,0,0,0, q ,21,21,4.1,,??,,
1,218,HR And    , # ,unknown ,0,0,0, SA  ,2,1,0,35, # , EA  , ======= ,14.7,15.4,0.7,99.99,9.99,9.99, # , p  ,1.235700011,0.0919, # , n ,120, # ,50,999,999,999, -----               ,0,0,0,0,0,0, q ,33,46,0.7,,??,,
1,219,HS And    , # ,unknown ,0,0,0, SA  ,2,1,0,97, # , EA  , ======= ,12.7,14.1,1.4,99.99,9.99,9.99, # , p  ,1.857139945,0.2688, # , n ,100, : ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,34,33,0.8,,??,,
1,221,HU And    , # ,CW      ,3,3,0, N   ,0,0,0,   # , # , EW  , ======= ,16.5,17.2,0.7,17.2,0.7,0, # , B  ,0.285789013,-0.544, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,39,29,0.7,,??,,
1,229,IL And    , # ,unknown ,0,0,0, SA  ,2,1,0,98, # , EA  , ======= ,15.7,17,1.3,99.99,9.99,9.99, # , p  ,0.86759001,-0.0617, # , n ,140, # ,20,999,999,999, -----               ,0,0,0,0,0,0, q ,46,13,0.5,,??,,
1,230,IM And    , # ,CW      ,3,3,0, N   ,0,0,0,   # , # , EW  , ======= ,18.3,19,0.7,99.99,9.99,9.99, # , p  ,0.27037701,-0.568, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,46,46,0.8,,??,,
1,233,IP And    , # ,unknown ,0,0,0, DM  ,1,1,0,67, # , EA  , ======= ,16.8,17.3,0.5,99.99,9.99,9.99, # , p  ,3.079799891,0.4885, # , n ,90, # ,20,999,999,999, -----               ,0,0,0,0,0,0, q ,55,3,0.4,,??,,
1,247,KN And    , # ,unknown ,0,0,0, SH  ,2,3,0,100, # , E   , ======= ,11.7,13.1,1.4,99.99,9.99,9.99, # , p  ,2.262186527,0.3545, # , n ,100, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,60,8.8,,??,,
1,249,KP And    , * ,unknown ,0,0,0, SA  ,2,1,0,44, # , EA  , ======= ,12.43,12.9,0.47,12.52,0.09,0.38, : , *  ,1.40538,0.1478, # , n ,180, # ,999,999,999,999, A0                  ,300,0,0,0,0,0, q ,23,9,56.5,,??,,
1,261,LM And    , * ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EB  , ======= ,12.2,13.5,1.3,12.7,0.5,0.8, # , p  ,0.761174977,-0.1185, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,21,10,9.3,,??,,
1,263,LO And    , # ,C       ,3,0,0, N   ,0,0,0,   # , # , EW  , ======= ,11.2,11.8,0.6,11.7,0.5,0.1, # , V  ,0.380442709,-0.4197, # , u ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,23,27,6.7,,??,,
1,271,LW And    , # ,unknown ,0,0,0, SA  ,2,1,0,62, # , EA: , ======= ,15.5,16.4,0.9,99.99,9.99,9.99, # , p  ,1.940000057,0.2878, : , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,21,93,8,,??,,
1,273,LY And    , * ,unknown ,0,0,0, CWW ,3,3,2,82, # , EW  , ======= ,13.8,14.65,0.85,14.45,0.65,0.2, # , *  ,0.34505,-0.4621, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,22,15,2.5,,??,,
1,274,LZ And    , # ,unknown ,0,0,0, CWW ,3,3,2,46, # , EW  , ======= ,17.1,17.7,0.6,17.7,0.6,0, # , p  ,0.493319988,-0.3069, # , n ,999, # ,0,999,0,999, F7                  ,470,0,0,0,0,0, q ,22,23,8.4,,??,,
1,275,MM And    , # ,unknown ,0,0,0, SA  ,2,1,0,95, # , EA  , ======= ,16.5,17.8,1.3,99.99,9.99,9.99, # , p  ,0.516833007,-0.2866, # , n ,150, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,22,24,1.7,,??,,
1,276,MN And    , # ,unknown ,0,0,0, CB  ,3,1,0,55, # , EB  , ======= ,15.1,16.2,1.1,15.5,0.4,0.7, # , p  ,0.610651016,-0.2142, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,22,25,1.1,,??,,
1,277,MO And    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,13.2,16.2,3,99.99,9.99,9.99, # , p  ,1.930459976,0.2857, # , n ,150, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,22,35,3.7,,??,,
1,281,MS And    , # ,unknown ,0,0,0, CWW ,3,3,2,91, # , EW  , ======= ,15.8,16.5,0.7,16.3,0.5,0.2, # , p  ,0.278120011,-0.5558, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,22,54,6.9,,??,,
1,282,MT And    , # ,unknown ,0,0,0, CWW ,3,3,2,48, # , EW  , ======= ,14.8,15.3,0.5,15.3,0.5,0, # , p  ,0.35878101,-0.4452, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,22,70,4.8,,??,,
1,285,MW And    , * ,unknown ,0,0,0, CB  ,3,1,0,   * , # , EA  , ======= ,13.95,14.9,0.95,14.4,0.45,0.5, # , *  ,0.26375,-0.5788, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,23,12,9,,??,,
1,288,MZ And    , # ,unknown ,0,0,0, CWW ,3,3,2,45, # , EW  , ======= ,15.2,15.7,0.5,15.6,0.4,0.1, # , p  ,0.362233996,-0.441, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,23,80,5.2,,??,,
1,291,NP And    , # ,unknown ,0,0,0, CWW ,3,3,2,50, # , EW  , ======= ,15.29,16.1,0.81,99.99,9.99,9.99, # , B  ,0.324449003,-0.4889, # , n ,150, : ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,10,39,0.8,,??,,
1,301,NZ And    , # ,unknown ,0,0,0, SA  ,2,1,0,95, # , EA  , ======= ,14.9,16.3,1.4,15.1,0.2,1.2, # , p  ,0.899668992,-0.0459, # , n ,160, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,12,34,1.3,,??,,
1,307,OT And    , # ,unknown ,0,0,0, DM  ,1,1,0,50, # , EA  , ======= ,7.32,7.72,0.4,7.62,0.3,0.1, # , V  ,20.85289955,1.3192, # , n ,30, # ,999,999,999,520, -----               ,0,0,0,0,0,0, q ,23,20,1.2,,??,,
1,314,PP And    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,14.3,16.6,2.3,99.99,9.99,9.99, # , p  ,2.71645999,0.434, # , n ,150, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,21,4,2.5,,??,,
1,319,PU And    , # ,unknown ,0,0,0, CB  ,3,1,0,56, # , EB  , ======= ,24.2,24.93,0.73,24.4,0.2,0.53, # , B  ,0.568499982,-0.2453, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,45,24,0.8,,??,,
1,322,PX And    , * ,S2C     ,2,4,1, N   ,0,0,0,   # , # , EA: , NL      ,14.04,17,2.96,99.99,9.99,9.99, # , V  ,0.146353006,-0.8346, # , n ,999, # ,999,999,999,999, pec(UG)             ,0,0,0,0,0,0, q ,30,5,0.9,,??,,
1,326,QR And    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , NL      ,12.16,13.07,0.91,12.16,0,0.91, # , V  ,0.660456479,-0.1802, # , n ,999, # ,999,999,999,999, pec(e)              ,0,0,0,0,0,0, q ,19,49,0.9,,??,,
1,327,QS And    , # ,unknown ,0,0,0, CWW ,3,3,2,55, # , EW  , ======= ,16.67,17.09,0.42,17.07,0.4,0.02, # , V  ,0.276681989,-0.558, : , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,21,40,0.6,,??,,
1,331,QW And    , # ,C       ,3,0,0, N   ,0,0,0,   # , # , EW  , ======= ,12.6,13.05,0.45,13.04,0.44,0.01, # , V  ,0.491869003,-0.3082, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,11,84,8.3,,??,,
1,332,QX And    , # ,CWA     ,3,3,1, N   ,0,0,0,   # , # , EW  , ======= ,11.28,11.5,0.22,11.49,0.21,0.01, # , V  ,0.411799997,-0.3853, # , u ,999, # ,0,999,0,999, F5V                 ,450,0,5,0,0,0, q ,15,75,7.8,,??,,
1,342,V342 And  , # ,unknown ,0,0,0, DM  ,1,1,0,91, # , EA  , ======= ,7.58,7.72,0.14,7.7,0.12,0.02, # , Hp ,2.639339924,0.4215, # , n ,50, # ,999,999,999,999, A3                  ,330,0,0,0,0,0, q ,10,3,0.2,,??,,
1,348,V348 And  , # ,unknown ,0,0,0, DM  ,1,1,0,79, # , EA  , ======= ,6.75,6.9,0.15,99.99,9.99,9.99, # , Hp ,5.539199829,0.7434, # , n ,999, # ,999,999,999,999, B9                  ,290,0,0,0,0,0, q ,15,17,0.8,,??,,
1,350,V350 And  , # ,unknown ,0,0,0, DM  ,1,1,0,   * , # , E:  , ======= ,7.56,7.63,0.07,99.99,9.99,9.99, # , Hp ,1.538823962,0.1872, : , n ,100, # ,999,999,999,999, A3                  ,330,0,0,0,0,0, q ,26,2,0.7,,??,,
1,355,V355 And  , # ,unknown ,0,0,0, DM  ,1,1,0,97, # , EA  , ======= ,7.69,8,0.31,7.9,0.21,0.1, # , V  ,4.718410015,0.6738, # , n ,999, # ,999,999,999,999, F5                  ,450,0,0,0,0,0, q ,44,11,0.3,,??,,
1,362,V362 And  , # ,unknown ,0,0,0, DM  ,1,1,0,   * , # , E:  , ======= ,8.42,8.55,0.13,99.99,9.99,9.99, # , Hp ,18.51851845,1.2676, : , n ,999, # ,999,999,999,999, M0                  ,700,0,0,0,0,0, q ,12,80,7,,??,,
1,363,V363 And  , # ,unknown ,0,0,0, DM  ,1,1,0,67, # , EB  , ======= ,9.1,9.37,0.27,9.34,0.24,0.03, # , Hp ,1.277989984,0.1065, # , n ,999, # ,0,999,0,999, A2                  ,320,0,0,0,0,0, q ,13,14,6.6,,??,,
1,372,V372 And  , # ,unknown ,0,0,0, DM  ,1,1,0,96, # , EA  , ======= ,9.05,9.53,0.48,9.37,0.32,0.16, # , Hp ,2.940985918,0.4685, # , n ,110, # ,999,999,999,999, A5                  ,350,0,0,0,0,0, q ,20,51,8.2,,??,,
1,374,V374 And  , # ,unknown ,0,0,0, N   ,0,0,0,   # , L , E   , ======= ,10.3,11.55,1.25,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, M0                  ,700,0,0,0,0,0, q ,20,65,7.2,,??,,
1,376,V376 And  , # ,CWA     ,3,3,1, N   ,0,0,0,   # , # , EB  , ======= ,7.68,8,0.32,7.96,0.28,0.04, # , Hp ,0.798699975,-0.0976, # , n ,999, # ,0,999,0,999, A4V                 ,340,0,5,0,0,0, q ,23,51,1.6,,??,,
1,377,V377 And  , # ,unknown ,0,0,0, DM  ,1,1,0,83, # , EA: , ======= ,7.46,7.58,0.12,99.99,9.99,9.99, # , Hp ,4.063660145,0.6089, : , n ,50, : ,999,999,999,999, B9                  ,290,0,0,0,0,0, q ,23,61,8.9,,??,,
1,381,V381 And  , # ,unknown ,0,0,0, DM  ,1,1,0,   * , # , E   , ======= ,7.35,7.42,0.07,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, A0                  ,300,0,0,0,0,0, q ,23,8,57.1,,??,,
1,382,V382 And  , # ,unknown ,0,0,0, DM  ,1,1,0,78, # , EB  , ======= ,9.16,9.44,0.28,9.24,0.08,0.2, # , Hp ,1.478983045,0.17, # , n ,999, # ,0,999,0,999, A0                  ,300,0,0,0,0,0, q ,23,9,58,,??,,
1,389,V389 And  , # ,unknown ,0,0,0, DM  ,1,1,0,84, # , E   , ======= ,8.22,8.32,0.1,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, A0                  ,300,0,0,0,0,0, q ,23,32,1.3,,??,,
1,392,V392 And  , # ,unknown ,0,0,0, DM  ,1,1,0,   * , # , E   , ======= ,9.07,9.41,0.34,9.41,0.34,0, # , V  ,4.046275,0.6071, # , n ,60, # ,0,999,999,999, A2                  ,320,0,0,0,0,0, q ,23,38,48.7,,??,,
1,395,V395 And  , * ,C       ,3,0,0, N   ,0,0,0,   # , L , EW  , ======= ,7.57,7.61,0.04,7.61,0.04,0, # , V  ,0.684656024,-0.1645, # , n ,999, # ,0,999,0,999, B7/8                ,270,280,0,0,0,0, q ,23,44,32.1,,??,,
1,400,V400 And  , # ,unknown ,0,0,0, DM  ,1,1,0,   * , # , E   , ======= ,8.57,8.65,0.08,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, A5                  ,350,0,0,0,0,0, q ,23,58,57.8,,??,,
1,404,V404 And  , # ,unknown ,0,0,0, CB  ,3,1,0,74, # , EA  , ======= ,10.3,10.9,0.6,10.8,0.5,0.1, # , Rc ,0.676033199,-0.17, # , n ,180, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,10,12,4.4,,??,,
1,406,V406 And  , # ,unknown ,0,0,0, DM  ,1,1,0,92, # , EB  , ======= ,9.22,9.42,0.2,9.39,0.17,0.03, # , V  ,2.16503191,0.3355, # , n ,999, # ,0,999,0,999, B8                  ,280,0,0,0,0,0, q ,23,52,5.6,,??,,
1,411,V411 And  , # ,unknown ,0,0,0, SA  ,2,1,0,59, # , EB  , ======= ,15,16.1,1.1,15.3,0.3,0.8, # , p  ,0.811452806,-0.0907, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,23,40,28.3,,??,,
1,412,V412 And  , # ,unknown ,0,0,0, DM  ,1,1,0,84, # , EA  , ======= ,11.95,12.4,0.45,12.35,0.4,0.05, # , *  ,1.908710003,0.2807, # , n ,110, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,23,53,39,,??,,
1,413,V413 And  , * ,unknown ,0,0,0, N   ,0,0,0,   # , L , EA  , RS      ,7.61,8.46,0.85,99.99,9.99,9.99, # , U  ,53,1.7243, # , n ,40, # ,10,999,999,999, A7V?           ,370,0,5,500,0,3, a ,23,54,4,,??,,
1,422,V422 And  , # ,unknown ,0,0,0, CB  ,3,1,0,50, # , EB  , ======= ,13.4,14,0.6,13.7,0.3,0.3, # , p  ,1.015584946,0.0067, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,23,7,57.1,,??,,
1,425,V425 And  , # ,unknown ,0,0,0, SA  ,2,1,0,97, # , EA  , ======= ,13.3,14.6,1.3,99.99,9.99,9.99, # , p  ,1.420742989,0.1525, # , n ,120, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,23,27,37.3,,??,,
1,440,V440 And  , # ,unknown ,0,0,0, DM  ,1,1,0,62, # , EA  , ======= ,12.64,13.24,0.6,12.9,0.26,0.34, # , *  ,1.582599998,0.1994, # , n ,60, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,26,49,0.5,,??,,
1,441,V441 And  , # ,unknown ,0,0,0, CWW ,3,3,2,88, # , EW  , ======= ,13.48,14.25,0.77,14.25,0.77,0, # , *  ,0.469599992,-0.3283, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,56,44,0.2,,??,,
