Constell,Number,GCVS,n_GCVS,OriginClass,Code1,SubCode11,SubCode12,ProcClass,Code2,SubCode21,SubCode22,CMP,n_OriginClass,CurveType,VarType,Max,MinI,A1,MinII,A2,dA,f_Max,flt,Period [d],Log10.P [d],u_Period,f_Period,DI,u_DI,dI,DII,dII,MinII-MinI,SpType,B_SpCode1,b_SpCode1,LumClass1,B_SpCode2,b_SpCode2,LumClass2,ChromActive,RAh,RAm,RAs,DE-,DEd,DEm,DEs
14,74,AU CMa    , # ,unknown ,0,0,0, DM  ,1,1,0,49, # , EA  , ======= ,14.3,15,0.7,99.99,9.99,9.99, : , p  ,12.88609982,1.1101, # , n ,100, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,84,2.9,-,18,56,32
14,77,AX CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,95, # , EA  , ======= ,14.5,16,1.5,99.99,9.99,9.99, : , p  ,2.622513056,0.4187, # , n ,160, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,71,34,5,-,24,54,26
14,78,AY CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,12.9,14.6,1.7,99.99,9.99,9.99, # , p  ,7.377930164,0.8679, # , n ,90, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,71,64,4.6,-,22,36,13
14,79,AZ CMa    , # ,unknown ,0,0,0, DM  ,1,1,0,44, # , EA  , ======= ,15.2,16,0.8,99.99,9.99,9.99, : , p  ,4.781589985,0.6796, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,72,1,6.1,-,21,39,25
14,82,BD CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , GS:     ,13,13.6,0.6,99.99,9.99,9.99, # , p  ,44.44599915,1.6478, # , n ,70, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,72,10,6.2,-,26,2,15
14,85,BG CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,63, # , EA  , ======= ,13.7,14.6,0.9,99.99,9.99,9.99, # , p  ,1.73922503,0.2404, # , n ,200, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,65,60,4,-,25,39,1
14,89,BL CMa    , # ,unknown ,0,0,0, DM  ,1,1,0,55, # , EA  , ======= ,14.8,15.5,0.7,99.99,9.99,9.99, : , p  ,4.022990227,0.6045, # , n ,180, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,50,5.8,-,23,46,57
14,90,BM CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,14.5,16.5,2,99.99,9.99,9.99, : , p  ,5.122310162,0.7095, # , n ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,53,1.4,-,21,54,56
14,91,BN CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,62, # , EA  , ======= ,14.8,15.8,1,14.9,0.1,0.9, # , p  ,0.628279328,-0.2018, # , n ,200, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,71,3,8.9,-,25,39,22
14,96,BS CMa    , # ,unknown ,0,0,0, CWW ,3,3,2,41, # , EB  , ======= ,14.4,14.6,0.2,14.5,0.1,0.1, # , p  ,0.559941113,-0.2519, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,71,62,5.1,-,25,48,30
14,98,BU CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,64, # , EA  , ======= ,15,16,1,99.99,9.99,9.99, # , p  ,3.700429916,0.5683, # , n ,100, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,71,92,4.8,-,19,35,29
14,106,CE CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,   * , # , EA  , GS:     ,12.8,13.4,0.6,13.3,0.5,0.1, # , p  ,27.07110024,1.4325, # , n ,50, : ,0,999,999,663, B0                  ,200,0,0,0,0,0, q ,70,24,8.8,-,22,51,35
14,109,CH CMa    , # ,unknown ,0,0,0, CB  ,3,1,0,54, # , EA  , ======= ,12.8,13.2,0.4,12.9,0.1,0.3, # , p  ,0.860962987,-0.065, # , n ,190, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,42,7.4,-,24,29,34
14,110,CI CMa    , # ,unknown ,0,0,0, DM  ,1,1,0,62, # , EA  , ======= ,13.8,14.4,0.6,99.99,9.99,9.99, # , p  ,2.954456091,0.4705, # , n ,140, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,70,44,9.8,-,27,17,20
14,111,CK CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,74, # , EA  , ======= ,15,16.2,1.2,15.4,0.4,0.8, # , p  ,1.092208028,0.0383, # , n ,190, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,65,2.1,-,23,56,53
14,113,CM CMa    , # ,unknown ,0,0,0, CB  ,3,1,0,66, # , EB  , ======= ,13,13.4,0.4,13.1,0.1,0.3, # , p  ,0.530920804,-0.275, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,70,91,3,-,18,38,41
14,118,CR CMa    , # ,unknown ,0,0,0, CB  ,3,1,0,54, # , EB  , ======= ,12.1,13.1,1,12.4,0.3,0.7, # , p  ,0.624142408,-0.2047, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,71,80,2.1,-,19,40,58
14,120,CT CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,12.3,14,1.7,99.99,9.99,9.99, # , p  ,1.75128901,0.2434, # , n ,170, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,71,75,6.5,-,26,17,36
14,121,CU CMa    , # ,unknown ,0,0,0, CB  ,3,1,0,60, # , EA  , ======= ,14.3,14.7,0.4,99.99,9.99,9.99, # , p  ,0.658919513,-0.1812, # , n ,150, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,71,85,8.7,-,18,34,9
14,122,CV CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,97, # , EA  , ======= ,13,13.6,0.6,13.5,0.5,0.1, # , p  ,3.628329992,0.5597, # , n ,90, # ,999,90,999,358, A1                  ,410,0,0,0,0,0, q ,71,92,3.5,-,18,42,39
14,123,CW CMa    , # ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,8.58,8.98,0.4,8.94,0.36,0.04, # , V  ,2.117976904,0.3259, # , n ,90, # ,0,999,999,999, A0V                 ,300,0,5,0,0,0, q ,72,15,2.5,-,23,47,37
14,124,CX CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,61, # , EB  , ======= ,9.9,10.6,0.7,10.3,0.4,0.3, # , p  ,0.954608023,-0.0202, # , n ,999, # ,0,999,0,999, B5V                 ,250,0,5,0,0,0, q ,72,20,1,-,25,52,36
14,126,CZ CMa    , # ,unknown ,0,0,0, CB  ,3,1,0,45, # , EA  , ======= ,13.4,13.7,0.3,99.99,9.99,9.99, # , p  ,0.694819987,-0.1581, # , n ,200, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,72,35,7,-,18,56,5
14,127,DD CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,54, # , EA  , ======= ,11.6,12.4,0.8,11.8,0.2,0.6, # , p  ,2.00838089,0.3028, # , n ,160, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,72,40,8.7,-,19,10,47
14,128,DE CMa    , # ,unknown ,0,0,0, CB  ,3,1,0,70, # , EA  , ======= ,13,13.6,0.6,13.4,0.4,0.2, # , p  ,0.695963979,-0.1574, # , n ,180, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,72,50,9.8,-,27,19,18
14,137,DO CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,100, # , EA  , ======= ,14,15.9,1.9,99.99,9.99,9.99, # , p  ,2.725258112,0.4354, # , n ,170, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,72,20,3.9,-,16,13,18
14,138,DP CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,   * , # , EA  , ======= ,12.6,13.5,0.9,12.9,0.3,0.6, # , V  ,3.388942957,0.5301, # , n ,120, # ,999,999,999,999, K2:V:V           ,620,0,5,720,0,5, q ,72,35,9.2,-,17,12,58
14,139,DQ CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA: , ======= ,14.8,15.8,1,99.99,9.99,9.99, : , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,72,50,2.9,-,16,19,42
14,149,EE CMa    , # ,unknown ,0,0,0, SA  ,2,1,0,49, # , EA  , ======= ,13.8,14.8,1,99.99,9.99,9.99, # , p  ,0.89309001,-0.0491, # , n ,80, # ,0,999,999,999, -----               ,0,0,0,0,0,0, q ,72,31,1.8,-,15,19,32
14,150,EF CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , L , EA  , ======= ,11.3,12.1,0.8,99.99,9.99,9.99, # , p  ,59.36000061,1.7735, # , n ,70, : ,20,999,999,999, -----               ,0,0,0,0,0,0, q ,72,43,7.7,-,17,29,19
14,151,EG CMa    , * ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,10.5,12,1.5,99.99,9.99,9.99, # , p  ,1.837829948,0.2643, # , n ,999, # ,999,999,999,999, B8III\V?          ,280,0,3.5,400,499,0, q ,61,72,7.6,-,21,36,29
14,153,EI CMa    , * ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,12.47,14.1,1.63,12.64,0.17,1.46, : , V  ,10.6102,1.0257, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,63,52,9.4,-,17,55,20
14,154,EK CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,15,16,1,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,63,64,9.6,-,15,6,27
14,155,EL CMa    , * ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,12.17,13.03,0.86,99.99,9.99,9.99, # , V  ,2.628000021,0.4196, # , n ,999, # ,999,999,999,999, G4:V:V           ,450,0,5,720,0,5, q ,63,73,9,-,20,1,13
14,160,EQ CMa    , * ,unknown ,0,0,0, N   ,0,0,0,   # , L , EA  , ======= ,12.09,12.84,0.75,99.99,9.99,9.99, # , V  ,2.291500092,0.3601, # , n ,999, # ,999,999,999,999, K1III?         ,710,0,3,720,0,3, q ,64,85,1.6,-,16,18,4
14,162,ES CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,16,17.5,1.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,65,62,8.8,-,16,11,6
14,165,EV CMa    , # ,unknown ,0,0,0, DM  ,1,1,0,55, # , EA  , ======= ,14.8,15.5,0.7,99.99,9.99,9.99, # , p  ,4.17154789,0.6203, # , n ,140, : ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,71,93,4.1,-,19,48,8
14,167,EX CMa    , * ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,13,13.5,0.5,13.4,0.4,0.1, : , V  ,74.111,1.8699, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,65,14,3.2,-,13,29,50
14,170,FF CMa    , # ,unknown ,0,0,0, DM  ,1,1,0,88, # , EB  , ======= ,7.38,7.74,0.36,7.6,0.22,0.14, # , V  ,1.213374972,0.084, # , n ,999, # ,0,999,0,999, B2V?             ,220,0,5,220,0,5, q ,71,3,0.6,-,30,39,45
14,174,FK CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,16,17.5,1.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,65,35,0.2,-,13,44,16
14,176,FM CMa    , # ,unknown ,0,0,0, DM  ,1,1,0,92, # , EB  , ======= ,7.28,7.5,0.22,99.99,9.99,9.99, # , V  ,2.788800001,0.4454, # , n ,999, # ,0,999,0,999, B1V                 ,210,0,5,0,0,0, q ,70,54,2.1,-,12,48,43
14,178,FO CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,16,17,1,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,83,3.9,-,16,28,12
14,179,FP CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E   , ======= ,14.5,15,0.5,99.99,9.99,9.99, # , p  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,71,1,2.2,-,15,32,5
14,180,FQ CMa    , * ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EB  , ======= ,11,12.3,1.3,11.2,0.2,1.1, # , V  ,0.724735856,-0.1398, # , n ,999, # ,0,999,0,999, G:                  ,500,599,0,0,0,0, q ,70,44,3.8,-,28,43,55
14,189,FZ CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,100, # , EA  , ======= ,8.05,8.44,0.39,8.44,0.39,0, # , V  ,1.273059964,0.1048, # , v ,160, # ,0,999,999,999, B2.5IV-Vn?V    ,225,0,4.5,230,0,4.5, q ,70,24,2.6,-,11,27,12
14,208,GZ CMa    , # ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,8.1,8.7,0.6,99.99,9.99,9.99, # , p  ,4.801052094,0.6813, # , n ,70, # ,999,999,999,999, A0                  ,300,0,0,0,0,0, q ,71,61,9.2,-,16,43,0
14,215,HO CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,94, # , E:  , ======= ,7.55,8.62,1.07,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,999,999,999,999, B5V                 ,250,0,5,0,0,0, q ,71,31,3.1,-,30,57,59
14,217,HQ CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,81, # , EA  , ======= ,6.01,6.27,0.26,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,999,999,999,999, B2.5V               ,225,0,5,0,0,0, q ,72,5,4.9,-,26,57,50
14,218,HR CMa    , * ,unknown ,0,0,0, N   ,0,0,0,   # , U , EA  , GS      ,6.24,6.32,0.08,99.99,9.99,9.99, # , V  ,425.5,2.6289, : , n ,999, # ,999,999,999,999, K0IIIBa3            ,600,0,3,0,0,0, q ,63,24,6.9,-,11,9,59
14,223,HW CMa    , * ,unknown ,0,0,0, SA  ,2,1,0,59, # , EA  , ======= ,9.19,9.32,0.13,99.99,9.99,9.99, # , y  ,0,-9, # , n ,999, # ,999,999,999,999, A1III               ,310,0,3,0,0,0, q ,70,82,1.9,-,22,24,30
14,225,HY CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,   * , # , E   , RS      ,9.26,9.84,0.58,99.99,9.99,9.99, # , V  ,4.970200062,0.6964, # , n ,999, # ,999,999,999,999, K0                  ,600,0,0,0,0,0, a ,61,23,8.8,-,16,48,36
14,227,II CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,15.22,15.74,0.52,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,65,73,6.4,-,13,14,36
14,228,IK CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,18,18.43,0.43,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,65,74,2.2,-,13,13,14
14,229,IL CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,77, # , E   , LPB:    ,6.32,6.54,0.22,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,999,999,999,999, B3V                 ,230,0,5,0,0,0, q ,70,60,0.5,-,30,39,21
14,232,IO CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,63, # , EA  , ======= ,8.46,8.71,0.25,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, B9                  ,290,0,0,0,0,0, q ,61,22,2.4,-,30,28,53
14,234,IQ CMa    , * ,unknown ,0,0,0, CWA ,3,3,1,39, # , EB  , ======= ,9.24,9.63,0.39,99.99,9.99,9.99, # , Hp ,0.731379986,-0.1359, # , n ,999, # ,0,999,0,999, A8V                 ,380,0,5,0,0,0, q ,61,23,7.3,-,25,16,7
14,236,IS CMa    , * ,unknown ,0,0,0, CWA ,3,3,1,39, # , EW  , ======= ,6.96,7.44,0.48,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,0,999,0,999, F3V                 ,430,0,5,0,0,0, q ,62,5,6.4,-,29,40,15
14,240,IW CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,82, # , EA  , ======= ,6.88,7.02,0.14,6.99,0.11,0.03, # , V  ,6.23584,0.7949, # , n ,999, # ,999,999,999,999, A0V                 ,300,0,5,0,0,0, q ,62,54,0.5,-,29,42,11
14,241,IX CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,88, # , EB  , ======= ,7.77,7.84,0.07,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,0,999,0,999, A0IV\V              ,300,0,4.5,0,0,0, q ,62,80,5.6,-,27,8,37
14,242,IY CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,86, # , E:  , ======= ,5.64,5.72,0.08,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, B3Ve                ,230,0,5,0,0,0, q ,62,83,9.2,-,32,22,17
14,244,KK CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,77, # , EB  , ======= ,8.17,8.26,0.09,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,0,999,0,999, B5IV                ,250,0,4,0,0,0, q ,63,2,6.6,-,15,6,8
14,245,KL CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,68, # , EA  , ======= ,6.73,6.97,0.24,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, B7Vn                ,270,0,5,0,0,0, q ,63,2,9.8,-,14,57,16
14,253,KT CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,93, # , EA  , ======= ,9.4,9.76,0.36,9.6,0.2,0.16, : , V  ,5.1901,0.7152, # , n ,999, # ,999,999,999,999, B8                  ,280,0,0,0,0,0, q ,64,95,0.3,-,11,30,24
14,255,KV CMa    , * ,unknown ,0,0,0, N   ,0,0,0,   # , L , EA  , ======= ,7.16,7.4,0.24,7.4,0.25,0, : , V  ,68.3842,1.8349, # , n ,999, # ,999,999,999,999, B2III\IV            ,220,0,3.4,0,0,0, q ,65,5,2.7,-,20,54,37
14,267,LS CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,84, # , E:  , ======= ,5.57,5.6,0.03,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, B3V                 ,230,0,5,0,0,0, q ,70,10,6,-,25,12,56
14,268,LT CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,74, # , EA  , ======= ,7.38,7.56,0.18,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, B5IV                ,250,0,4,0,0,0, q ,70,40,2.6,-,12,17,17
14,270,LV CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,81, # , EB  , ======= ,8.65,8.83,0.18,99.99,9.99,9.99, # , Hp ,1.183490038,0.0732, # , n ,999, # ,0,999,0,999, B9.5V               ,295,0,5,0,0,0, q ,70,63,0.5,-,11,32,16
14,274,LZ CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,83, # , EB: , ======= ,5.63,5.66,0.03,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,0,999,0,999, B2V                 ,220,0,5,0,0,0, q ,70,94,3,-,25,13,52
14,278,MP CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,84, # , EB  , ======= ,8.3,8.48,0.18,99.99,9.99,9.99, # , Hp ,1.96329999,0.293, # , n ,999, # ,0,999,0,999, B8V                 ,280,0,5,0,0,0, q ,71,44,8.3,-,21,1,27
14,281,MS CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,78, # , EA  , ======= ,7.08,7.2,0.12,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,999,999,999,999, B2V                 ,220,0,5,0,0,0, q ,71,60,6.9,-,30,26,7
14,284,MV CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,53, # , EB  , ======= ,9.74,10.08,0.34,99.99,9.99,9.99, # , Hp ,1.311259985,0.1177, # , n ,999, # ,0,999,0,999, A1IV                ,310,0,4,0,0,0, q ,71,80,9.9,-,30,5,5
14,286,MX CMa    , * ,unknown ,0,0,0, DM  ,1,1,0,85, # , EB  , ======= ,6.74,6.81,0.07,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,0,999,0,999, B3IV                ,230,0,4,0,0,0, q ,71,91,2.8,-,24,57,21
14,294,NS CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,14,16.71,2.71,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,62,90,9.5,-,31,15,33
14,296,NU CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,17.72,18.08,0.36,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,62,93,3.7,-,31,17,2
14,297,NV CMa    , * ,DM      ,1,1,0, N   ,0,0,0,   # , # , EA  , ======= ,16.27,16.95,0.68,16.95,0.68,0, # , V  ,1.1885159,0.075, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,62,93,5.6,-,31,16,55
14,298,NW CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,16.56,16.95,0.39,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,62,94,4.9,-,31,18,19
14,299,NX CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,16.2,16.47,0.27,99.99,9.99,9.99, # , V  ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,62,95,6.1,-,31,20,19
14,308,OU CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EB: , ======= ,15.17,15.67,0.5,99.99,9.99,9.99, # , B  ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,71,82,5.5,-,13,13,56
14,322,PX CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,18.72,19.09,0.37,99.99,9.99,9.99, # , Ic ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,70,30,3.8,-,20,49,13
14,323,PY CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,18.27,18.64,0.37,99.99,9.99,9.99, # , Ic ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,70,30,4.1,-,20,50,23
14,324,PZ CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EA  , ======= ,16.63,17.11,0.48,99.99,9.99,9.99, # , Ic ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,30,5,-,20,49,50
14,325,QQ CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,18.6,18.8,0.2,99.99,9.99,9.99, # , Ic ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,70,30,5.1,-,20,49,51
14,326,QR CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , EW  , ======= ,17.68,18,0.32,99.99,9.99,9.99, # , Ic ,0,-9, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,70,30,7.3,-,20,49,17
14,327,QS CMa    , # ,unknown ,0,0,0, N   ,0,0,0,   # , # , E   , RS      ,17.71,17.98,0.27,99.99,9.99,9.99, # , Ic ,0,-9, # , n ,999, # ,999,999,999,999, -----               ,0,0,0,0,0,0, a ,70,30,7.7,-,20,49,12
14,329,QU CMa    , * ,unknown ,0,0,0, CWA ,3,3,1,39, # , EB  , ======= ,11.76,12.14,0.38,99.99,9.99,9.99, # , V  ,0.638822675,-0.1946, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,71,35,4.6,-,25,49,20
14,362,V362 CMa  , # ,unknown ,0,0,0, DM  ,1,1,0,72, # , EB  , ======= ,9.57,9.79,0.22,9.73,0.16,0.06, # , V  ,10.585,1.0247, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,62,65,0.3,-,23,15,6
14,375,V375 CMa  , # ,unknown ,0,0,0, SA  ,2,1,0,94, # , EA  , ======= ,12.07,13.08,1.01,12.17,0.1,0.91, # , V  ,2.354,0.3718, # , n ,120, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,65,20,5.7,-,13,29,57
14,377,V377 CMa  , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,7.88,7.98,0.1,7.98,0.1,0, # , V  ,3.01351,0.4791, : , n ,40, # ,999,999,999,999, B8III               ,280,0,3,0,0,0, q ,65,51,6.1,-,17,12,55
14,378,V378 CMa  , # ,unknown ,0,0,0, CB  ,3,1,0,51, # , EB  , ======= ,10.6,11.05,0.45,10.76,0.16,0.29, # , V  ,0.877912,-0.0565, # , n ,999, # ,0,999,0,999, -----               ,0,0,0,0,0,0, q ,65,71,4.1,-,31,24,58
14,381,V381 CMa  , # ,unknown ,0,0,0, DM  ,1,1,0,92, # , EB  , ======= ,7.73,7.82,0.09,7.78,0.05,0.04, # , V  ,3.37443,0.5282, # , n ,999, # ,0,999,0,999, A2V                 ,320,0,5,0,0,0, q ,70,13,2,-,27,51,34
14,388,V388 CMa  , # ,unknown ,0,0,0, DM  ,1,1,0,88, # , EA  , ======= ,8.25,8.43,0.18,8.34,0.09,0.09, # , V  ,2.9826,0.4746, # , n ,50, # ,999,999,999,610, B3V                 ,230,0,5,0,0,0, q ,70,60,7.4,-,12,57,8
14,391,V391 CMa  , # ,unknown ,0,0,0, DM  ,1,1,0,66, # , EA  , ======= ,10.06,10.55,0.49,10.25,0.19,0.3, # , V  ,1.7569,0.2447, # , n ,100, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,70,94,6.2,-,20,5,35
14,397,V397 CMa  , # ,unknown ,0,0,0, DM  ,1,1,0,89, # , EA  , ======= ,11.13,11.6,0.47,11.53,0.4,0.07, # , V  ,2.53153,0.4034, # , n ,90, # ,999,999,999,999, -----               ,0,0,0,0,0,0, q ,71,51,8.3,-,16,16,12
14,398,V398 CMa  , # ,unknown ,0,0,0, SA  ,2,1,0,   * , # , EA  , ======= ,7.98,8.11,0.13,8.02,0.04,0.09, # , V  ,2.198515,0.3421, # , n ,60, # ,999,999,999,999, B9III               ,290,0,3,0,0,0, q ,72,33,4.6,-,31,18,0
14,422,V422 CMa  , # ,unknown ,0,0,0, DM  ,1,1,0,86, # , EA  , ======= ,8.91,9.07,0.16,8.95,0.04,0.12, # , V  ,4.19184,0.6224, # , n ,50, # ,999,999,999,999, B2IV/V              ,220,0,4.5,0,0,0, q ,71,82,1.9,-,24,51,12
14,9019,tau CMa   , * ,unknown ,0,0,0, DGE ,1,3,1,   * , # , EB  , ======= ,4.32,4.37,0.05,99.99,9.99,9.99, # , Hp ,0,-9, # , n ,999, # ,0,999,0,999, O9Ib                ,190,0,1,0,0,0, q ,71,84,2.5,-,24,57,16
