Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Source_SNR_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1
r_pp_light_00032.fit	61375	60180.380946724676	2460180.3809467247	NaN	NaN	0	1.062655	NaN	-10.2	15	NaN	NaN	17290388.363502555	3138.691431008526	61375	43.58686616791355	4812
r_pp_light_00033.fit	60261	60180.3812025236	2460180.3812025236	NaN	NaN	0	1.062446	NaN	-10.3	15	NaN	NaN	16955946.95660029	3093.1602023920623	60261	43.50076136610833	4597
r_pp_light_00034.fit	60593	60180.381457743235	2460180.3814577432	NaN	NaN	0	1.062238	NaN	-10.2	15	NaN	NaN	17711701.124973834	3188.5296499571346	60593	44.90883919062833	4695
r_pp_light_00035.fit	61490	60180.381713044364	2460180.3817130444	NaN	NaN	0	1.062032	NaN	-10.2	15	NaN	NaN	16143384.78938151	2994.5465722951103	61490	45.47308723448133	4849
r_pp_light_00036.fit	61321	60180.38196841441	2460180.3819684144	NaN	NaN	0	1.061826	NaN	-10.2	15	NaN	NaN	19854812.27675652	3446.0460262067086	61321	46.91746163417669	4822
r_pp_light_00037.fit	61245	60180.382224166766	2460180.3822241668	NaN	NaN	0	1.061621	NaN	-10.2	15	NaN	NaN	15501566.874032356	2909.89009813472	61245	44.97456380071473	4757
r_pp_light_00038.fit	61739	60180.38247925928	2460180.3824792593	NaN	NaN	0	1.061417	NaN	-10.2	15	NaN	NaN	15783015.845122417	2946.943434274295	61739	44.101297614064464	4778
r_pp_light_00039.fit	60404	60180.38273500046	2460180.3827350005	NaN	NaN	0	1.061214	NaN	-10.2	15	NaN	NaN	15102742.049462825	2856.7627834444247	60404	42.89284956503289	4713
r_pp_light_00040.fit	61112	60180.38299074117	2460180.382990741	NaN	NaN	0	1.061011	NaN	-10.3	15	NaN	NaN	14628860.211185293	2794.2568648508513	61112	43.33592763988221	4754
r_pp_light_00041.fit	60558	60180.38324656291	2460180.383246563	NaN	NaN	0	1.06081	NaN	-10.2	15	NaN	NaN	14017731.115197718	2711.857633364842	60558	44.18984962406015	4788
r_pp_light_00042.fit	60299	60180.38350230362	2460180.3835023036	NaN	NaN	0	1.060609	NaN	-10.2	15	NaN	NaN	15260347.819576928	2880.074187612581	60299	42.99444330109076	4859
r_pp_light_00043.fit	60298	60180.38375821803	2460180.383758218	NaN	NaN	0	1.060409	NaN	-10.2	15	NaN	NaN	14851000.088391867	2822.0451476285593	60298	43.784930032292785	4645
r_pp_light_00044.fit	59718	60180.3840139471	2460180.384013947	NaN	NaN	0	1.060211	NaN	-10.2	15	NaN	NaN	14997481.337957542	2841.7610354016474	59718	42.40597464001719	4653
r_pp_light_00045.fit	60474	60180.38426987268	2460180.3842698727	NaN	NaN	0	1.060013	NaN	-10.3	15	NaN	NaN	15561516.547845256	2917.1761420285065	60474	44.038958289222954	4723
r_pp_light_00046.fit	59850	60180.38452577591	2460180.384525776	NaN	NaN	0	1.059816	NaN	-10.2	15	NaN	NaN	16227842.137487313	3002.5045782614893	59850	41.62379627648192	4673
r_pp_light_00047.fit	59868	60180.3847811576	2460180.3847811576	NaN	NaN	0	1.05962	NaN	-10.3	15	NaN	NaN	15108341.586213933	2856.7363956310164	59868	41.58079725675096	4666
r_pp_light_00048.fit	58828	60180.385036285035	2460180.385036285	NaN	NaN	0	1.059426	NaN	-10.2	15	NaN	NaN	15196935.451758064	2871.59101882865	58828	42.7627293341579	4851
r_pp_light_00049.fit	58845	60180.38529236149	2460180.3852923615	NaN	NaN	0	1.059232	NaN	-10.2	15	NaN	NaN	14746484.494185433	2810.920360817621	58845	41.49166666666667	4800
r_pp_light_00050.fit	58368	60180.38554763934	2460180.3855476393	NaN	NaN	0	1.059039	NaN	-10.3	15	NaN	NaN	14135507.061687386	2728.300922174479	58368	41.791875	4800
