Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1
r_pp_light_00183.fits	55652	60249.56588033587	2460249.565880336	NaN	NaN	0	1.892833	NaN	-13.1	15	NaN	NaN	6160714.156500337	55652	41.561621838619025	2491
r_pp_light_00184.fits	58358	60249.566135671455	2460249.5661356715	NaN	NaN	0	1.895334	NaN	-13.1	15	NaN	NaN	5769274.834405057	58358	41.34152334152334	2442
r_pp_light_00185.fits	62956	60249.56639079889	2460249.566390799	NaN	NaN	0	1.897831	NaN	-13.1	15	NaN	NaN	5322849.28833224	62956	40.04634438673592	2503
r_pp_light_00186.fits	63040	60249.56664634263	2460249.5666463426	NaN	NaN	0	1.900346	NaN	-13.1	15	NaN	NaN	5326685.08478903	63040	40.01235552012754	2509
r_pp_light_00187.fits	58904	60249.566901829094	2460249.566901829	NaN	NaN	0	1.902858	NaN	-13.1	15	NaN	NaN	5382263.685236071	58904	40.0296759078485	2561
r_pp_light_00188.fits	61048	60249.56715704873	2460249.5671570487	NaN	NaN	0	1.905384	NaN	-13.1	15	NaN	NaN	5583346.351079756	61048	39.958217270194986	2513
r_pp_light_00189.fits	56467	60249.5674130558	2460249.567413056	NaN	NaN	0	1.907809	NaN	-13.1	15	NaN	NaN	5528497.744178027	56467	40.95756833945328	2451
r_pp_light_00190.fits	55293	60249.56766884262	2460249.5676688426	NaN	NaN	0	1.910352	NaN	-13.1	15	NaN	NaN	5515811.160829945	55293	38.482343165766515	2407
r_pp_light_00191.fits	0	60249.567924768664	2460249.5679247687	NaN	NaN	0	1.912885	NaN	-13.1	15	NaN	NaN	5860319.329361662	52160	39.595038015206086	2499
r_pp_light_00192.fits	0	60249.56818010425	2460249.5681801043	NaN	NaN	0	1.915446	NaN	-13.1	15	NaN	NaN	6086334.306411234	53488	41.05481171548117	2390
r_pp_light_00193.fits	55686	60249.56843606522	2460249.568436065	NaN	NaN	0	1.918001	NaN	-13.1	15	NaN	NaN	5925917.6902229935	55686	38.94790812141099	2438
r_pp_light_00194.fits	0	60249.56869116938	2460249.5686911694	NaN	NaN	0	1.920563	NaN	-13.1	15	NaN	NaN	5944906.311570147	51357	39.07380073800738	2439
r_pp_light_00195.fits	0	60249.56894629635	2460249.5689462963	NaN	NaN	0	1.923007	NaN	-13.1	15	NaN	NaN	5896536.07916102	51950	40.07920792079208	2525
r_pp_light_00196.fits	0	60249.569201724604	2460249.5692017246	NaN	NaN	0	1.925584	NaN	-13.1	15	NaN	NaN	5624255.6818684405	54156	39.860873113015096	2451
r_pp_light_00197.fits	0	60249.56945761619	2460249.569457616	NaN	NaN	0	1.928173	NaN	-13.1	15	NaN	NaN	5850494.263798876	53557	39.961554026709834	2471
r_pp_light_00198.fits	0	60249.56971317157	2460249.5697131716	NaN	NaN	0	1.930756	NaN	-13.1	15	NaN	NaN	5612631.677320471	53321	38.190400634668784	2521
r_pp_light_00199.fits	0	60249.56996887736	2460249.5699688774	NaN	NaN	0	1.933356	NaN	-13.1	15	NaN	NaN	5781417.826771722	53869	39.429029671210905	2494
r_pp_light_00200.fits	0	60249.57022408582	2460249.570224086	NaN	NaN	0	1.935958	NaN	-13.1	15	NaN	NaN	5952149.495953344	48908	39.48091916290521	2437
r_pp_light_00201.fits	0	60249.570479606744	2460249.5704796067	NaN	NaN	0	1.93857	NaN	-13.2	15	NaN	NaN	5862389.684334402	52985	39.94790844514601	2534
r_pp_light_00202.fits	0	60249.57073569484	2460249.570735695	NaN	NaN	0	1.941204	NaN	-13.2	15	NaN	NaN	5845338.126076223	53590	41.397681854516385	2502
r_pp_light_00203.fits	0	60249.570991655346	2460249.5709916553	NaN	NaN	0	1.943814	NaN	-13.2	15	NaN	NaN	5667666.082705245	52909	42.40734693877551	2450
r_pp_light_00204.fits	0	60249.571247315034	2460249.571247315	NaN	NaN	0	1.946328	NaN	-13.2	15	NaN	NaN	6126671.920392448	44754	39.87722852512156	2468
r_pp_light_00205.fits	0	60249.57150290534	2460249.5715029053	NaN	NaN	0	1.948956	NaN	-13.2	15	NaN	NaN	6351792.657381585	53989	40.59103754541784	2477
r_pp_light_00206.fits	0	60249.57175828749	2460249.5717582875	NaN	NaN	0	1.951609	NaN	-13.2	15	NaN	NaN	5702350.0290226275	54201	39.793810444874275	2585
r_pp_light_00207.fits	0	60249.57201351877	2460249.572013519	NaN	NaN	0	1.954257	NaN	-13.2	15	NaN	NaN	5466548.482949812	54294	38.821170809943865	2494
r_pp_light_00208.fits	0	60249.572269375436	2460249.5722693754	NaN	NaN	0	1.956899	NaN	-13.2	15	NaN	NaN	5690801.60887378	48496	39.94953194953195	2457
r_pp_light_00209.fits	0	60249.57252445631	2460249.5725244563	NaN	NaN	0	1.959549	NaN	-13.2	15	NaN	NaN	5352859.262395356	47141	37.96350963509635	2439
r_pp_light_00210.fits	0	60249.57278056722	2460249.572780567	NaN	NaN	0	1.962236	NaN	-13.2	15	NaN	NaN	5358323.869763409	49641	39.17094017094017	2457
r_pp_light_00211.fits	0	60249.57303604204	2460249.573036042	NaN	NaN	0	1.964903	NaN	-13.2	15	NaN	NaN	5500941.7780470885	51229	37.90139720558882	2505
r_pp_light_00212.fits	0	60249.57329247706	2460249.573292477	NaN	NaN	0	1.967476	NaN	-13.2	15	NaN	NaN	6279707.815999109	45140	40.025620811982655	2537
r_pp_light_00213.fits	0	60249.57354773162	2460249.5735477316	NaN	NaN	0	1.970175	NaN	-13.2	15	NaN	NaN	5687675.751825696	48492	38.51909931644552	2487
r_pp_light_00214.fits	0	60249.57380311377	2460249.573803114	NaN	NaN	0	1.972872	NaN	-13.2	15	NaN	NaN	5487568.524628578	50493	37.63650607128868	2553
r_pp_light_00215.fits	0	60249.574058472645	2460249.5740584726	NaN	NaN	0	1.975575	NaN	-13.2	15	NaN	NaN	5438446.417626815	51323	37.99604586793199	2529
r_pp_light_00216.fits	0	60249.57431388926	2460249.5743138893	NaN	NaN	0	1.978285	NaN	-13.2	15	NaN	NaN	5311824.713011098	54803	39.8462770216173	2498
r_pp_light_00217.fits	0	60249.57457009284	2460249.574570093	NaN	NaN	0	1.981001	NaN	-13.2	15	NaN	NaN	5449132.10345948	51772	37.96422893481717	2516
r_pp_light_00218.fits	0	60249.57482546335	2460249.5748254634	NaN	NaN	0	1.983714	NaN	-13.2	15	NaN	NaN	5495938.12256399	49521	37.01868399675061	2462
r_pp_light_00219.fits	0	60249.57508066017	2460249.57508066	NaN	NaN	0	1.986443	NaN	-13.2	15	NaN	NaN	5345710.708287774	45330	38.078306032760686	2503
r_pp_light_00220.fits	0	60249.575336724985	2460249.575336725	NaN	NaN	0	1.989054	NaN	-13.2	15	NaN	NaN	5561861.066221566	50722	36.53931722286153	2607
r_pp_light_00221.fits	0	60249.575591944624	2460249.5755919446	NaN	NaN	0	1.991797	NaN	-13.2	15	NaN	NaN	5675014.724808988	49235	38.58294930875576	2604
r_pp_light_00222.fits	0	60249.57584738452	2460249.5758473845	NaN	NaN	0	1.994548	NaN	-13.2	15	NaN	NaN	5486272.636801536	52982	37.894253790901836	2506
r_pp_light_00223.fits	0	60249.57610255806	2460249.576102558	NaN	NaN	0	1.997305	NaN	-13.2	15	NaN	NaN	5383105.963650784	53660	39.015822784810126	2528
r_pp_light_00224.fits	0	60249.57635794021	2460249.57635794	NaN	NaN	0	2.000048	NaN	-13.2	15	NaN	NaN	5749869.010830798	51657	39.53584158415842	2525
r_pp_light_00225.fits	0	60249.576613842975	2460249.576613843	NaN	NaN	0	2.002848	NaN	-13.2	15	NaN	NaN	5826794.749058692	51202	39.8618368962787	2526
r_pp_light_00226.fits	0	60249.57686949102	2460249.576869491	NaN	NaN	0	2.005619	NaN	-13.2	15	NaN	NaN	5490289.797954079	47649	39.52557390253725	2483
r_pp_light_00227.fits	0	60249.57712468784	2460249.577124688	NaN	NaN	0	2.008267	NaN	-13.2	15	NaN	NaN	5654837.64865479	47121	39.863802188893395	2467
r_pp_light_00228.fits	0	60249.577380138915	2460249.577380139	NaN	NaN	0	2.011061	NaN	-13.2	15	NaN	NaN	5479251.309595425	47543	38.97528363047002	2468
r_pp_light_00229.fits	0	60249.57763601886	2460249.577636019	NaN	NaN	0	2.013866	NaN	-13.2	15	NaN	NaN	5721797.361436392	50057	40.82042113627334	2517
r_pp_light_00230.fits	0	60249.57789137773	2460249.5778913777	NaN	NaN	0	2.016673	NaN	-13.2	15	NaN	NaN	5581892.538734606	50590	41.6046974522293	2512
r_pp_light_00231.fits	0	60249.578147280496	2460249.5781472805	NaN	NaN	0	2.019493	NaN	-13.2	15	NaN	NaN	5250976.273627773	52656	39.48608903020668	2516
r_pp_light_00232.fits	0	60249.578402349725	2460249.5784023497	NaN	NaN	0	2.022301	NaN	-13.2	15	NaN	NaN	5752106.8022195855	49307	41.3498997995992	2495
r_pp_light_00233.fits	0	60249.578657743055	2460249.578657743	NaN	NaN	0	2.025118	NaN	-13.2	15	NaN	NaN	5630747.6604929725	47880	40.00040584415584	2464
r_pp_light_00234.fits	0	60249.57891380787	2460249.578913808	NaN	NaN	0	2.027961	NaN	-13.2	15	NaN	NaN	5018819.748637455	51465	39.26628194558945	2426
r_pp_light_00235.fits	0	60249.57916917838	2460249.5791691784	NaN	NaN	0	2.030804	NaN	-13.2	15	NaN	NaN	5581820.713518044	48103	39.93856794141578	2458
r_pp_light_00236.fits	0	60249.57942445623	2460249.579424456	NaN	NaN	0	2.033642	NaN	-13.2	15	NaN	NaN	5183090.572911288	48443	40.053754940711464	2530
r_pp_light_00237.fits	0	60249.57967991941	2460249.5796799194	NaN	NaN	0	2.036371	NaN	-13.2	15	NaN	NaN	5323035.726014658	45815	40.95194598888006	2518
r_pp_light_00238.fits	0	60249.57993539376	2460249.5799353938	NaN	NaN	0	2.039236	NaN	-13.2	15	NaN	NaN	5371540.161462708	47118	41.39904038384646	2501
r_pp_light_00239.fits	0	60249.58019062504	2460249.580190625	NaN	NaN	0	2.042095	NaN	-13.2	15	NaN	NaN	6473302.852530968	49294	43.01305589555284	2451
r_pp_light_00240.fits	0	60249.58044574084	2460249.580445741	NaN	NaN	0	2.044971	NaN	-13.2	15	NaN	NaN	5667626.0073859515	48937	40.704970178926445	2515
