Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Source_SNR_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1
r_pp_light_00018.fits	57830	60180.519686886575	2460180.5196868866	NaN	NaN	0	1.008631	NaN	-10.3	20	NaN	NaN	13925079.714625685	2859.228919586974	57830	38.56185675278303	4761
r_pp_light_00019.fits	58028	60180.52000155067	2460180.5200015507	NaN	NaN	0	1.008786	NaN	-10.2	20	NaN	NaN	12968113.66647624	2725.4908038299677	58028	36.53070084763283	4837
r_pp_light_00020.fits	59220	60180.52031548601	2460180.520315486	NaN	NaN	0	1.008943	NaN	-10.3	20	NaN	NaN	13249202.125709537	2764.2733800425463	59220	37.412721893491124	4732
r_pp_light_00021.fits	58476	60180.52062960621	2460180.520629606	NaN	NaN	0	1.009102	NaN	-10.3	20	NaN	NaN	11644283.794882089	2530.4235255265166	58476	36.993751301812125	4801
r_pp_light_00022.fits	58724	60180.52094350662	2460180.5209435066	NaN	NaN	0	1.009263	NaN	-10.3	20	NaN	NaN	12451756.062413735	2651.1205917597786	58724	36.93489422879441	4869
r_pp_light_00023.fits	58547	60180.52125813626	2460180.5212581363	NaN	NaN	0	1.009425	NaN	-10.2	20	NaN	NaN	11398167.646788614	2494.054454095363	58547	34.95694074225958	4877
r_pp_light_00024.fits	58691	60180.52157243062	2460180.5215724306	NaN	NaN	0	1.00959	NaN	-10.2	20	NaN	NaN	11709155.506678626	2542.6570359618054	58691	35.374152373354605	5014
r_pp_light_00025.fits	57930	60180.521886504255	2460180.5218865043	NaN	NaN	0	1.009755	NaN	-10.3	20	NaN	NaN	11944073.317510558	2574.683517186115	57930	35.989444796284566	4737
r_pp_light_00026.fits	57483	60180.52220072923	2460180.522200729	NaN	NaN	0	1.009923	NaN	-10.2	20	NaN	NaN	13060662.024596008	2738.0978335471937	57483	38.29498956158664	4790
r_pp_light_00027.fits	57492	60180.52251460636	2460180.5225146064	NaN	NaN	0	1.010092	NaN	-10.3	20	NaN	NaN	12850224.252570087	2708.4217823440495	57492	37.53862083247049	4829
r_pp_light_00028.fits	58258	60180.522828541696	2460180.5228285417	NaN	NaN	0	1.010263	NaN	-10.2	20	NaN	NaN	12086610.54363194	2597.771969914927	58258	38.06437156243634	4909
r_pp_light_00029.fits	58462	60180.52314244211	2460180.523142442	NaN	NaN	0	1.010436	NaN	-10.3	20	NaN	NaN	11763846.346962135	2548.172060111142	58462	38.65796071876306	4786
r_pp_light_00030.fits	58306	60180.523457441945	2460180.523457442	NaN	NaN	0	1.010611	NaN	-10.3	20	NaN	NaN	12327667.598462416	2632.6038542596666	58306	39.04558580858086	4848
r_pp_light_00031.fits	58621	60180.523771620356	2460180.5237716204	NaN	NaN	0	1.010788	NaN	-10.3	20	NaN	NaN	11821144.047164846	2557.515860501291	58621	36.52808756712103	4842
r_pp_light_00032.fits	59187	60180.52408578666	2460180.5240857867	NaN	NaN	0	1.010966	NaN	-10.3	20	NaN	NaN	11923324.626747273	2572.081273187152	59187	38.92505219206681	4790
r_pp_light_00033.fits	58413	60180.52439997671	2460180.5243999767	NaN	NaN	0	1.011146	NaN	-10.3	20	NaN	NaN	11358521.62368105	2487.791798827954	58413	37.37161051766639	4868
r_pp_light_00034.fits	57797	60180.52471510414	2460180.524715104	NaN	NaN	0	1.011328	NaN	-10.2	20	NaN	NaN	11584420.685419304	2522.441203791099	57797	36.99121373109931	4894
r_pp_light_00035.fits	58618	60180.52502901619	2460180.525029016	NaN	NaN	0	1.011512	NaN	-10.3	20	NaN	NaN	12291889.034969455	2629.4802074865793	58618	35.34069651741294	5025
r_pp_light_00036.fits	58286	60180.52534429403	2460180.525344294	NaN	NaN	0	1.011698	NaN	-10.3	20	NaN	NaN	13221396.066736048	2761.3217743679784	58286	36.2517148202037	4811
r_pp_light_00037.fits	58659	60180.525658101775	2460180.525658102	NaN	NaN	0	1.011884	NaN	-10.3	20	NaN	NaN	12301372.315683894	2630.5797603422966	58659	33.08540497193264	4988
r_pp_light_00038.fits	57360	60180.52597229136	2460180.5259722914	NaN	NaN	0	1.012073	NaN	-10.2	20	NaN	NaN	13356626.004354067	2781.879761032887	57360	34.414450984371825	4927
r_pp_light_00039.fits	58552	60180.5262868749	2460180.526286875	NaN	NaN	0	1.012264	NaN	-10.3	20	NaN	NaN	13726168.486546068	2832.065174003824	58552	36.94262466096391	4793
r_pp_light_00040.fits	59392	60180.52660141187	2460180.526601412	NaN	NaN	0	1.012457	NaN	-10.2	20	NaN	NaN	12812278.578044448	2702.119150587804	59392	35.52378947368421	4750
