Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1
r_pp_light_00070.fits	58468	60249.475584005006	2460249.475584005	NaN	NaN	0	1.304776	NaN	-11.4	15	NaN	NaN	9956242.652371848	58468	44.033512064343164	2984
r_pp_light_00071.fits	58903	60249.47583940998	2460249.47583941	NaN	NaN	0	1.305829	NaN	-11.4	15	NaN	NaN	9521689.577030806	58903	45.31624500665779	3004
r_pp_light_00072.fits	58077	60249.47609496536	2460249.4760949654	NaN	NaN	0	1.306887	NaN	-11.4	15	NaN	NaN	9698545.932330476	58077	43.51597289448209	3099
r_pp_light_00073.fits	58963	60249.476350138895	2460249.476350139	NaN	NaN	0	1.307947	NaN	-11.4	15	NaN	NaN	9222888.703265399	58963	44.03295956506966	2943
r_pp_light_00074.fits	57711	60249.47660556715	2460249.476605567	NaN	NaN	0	1.309008	NaN	-11.4	15	NaN	NaN	9525684.275742946	57711	41.921521590130226	2918
r_pp_light_00075.fits	58296	60249.47686157422	2460249.476861574	NaN	NaN	0	1.310078	NaN	-11.4	15	NaN	NaN	9134908.28714584	58296	41.92104359766564	2913
r_pp_light_00076.fits	57940	60249.477116956376	2460249.4771169564	NaN	NaN	0	1.311145	NaN	-11.4	15	NaN	NaN	9343996.222122528	57940	43.17874396135266	2898
r_pp_light_00077.fits	58324	60249.477372187655	2460249.4773721877	NaN	NaN	0	1.312165	NaN	-11.4	15	NaN	NaN	10422866.210542962	58324	43.61015831134565	3032
r_pp_light_00078.fits	58969	60249.47762752324	2460249.4776275232	NaN	NaN	0	1.313239	NaN	-11.4	15	NaN	NaN	10329594.914440215	58969	43.37926376224249	2961
r_pp_light_00079.fits	57627	60249.47788274335	2460249.4778827433	NaN	NaN	0	1.314312	NaN	-11.4	15	NaN	NaN	10487681.142263444	57627	43.88229409803268	2999
r_pp_light_00080.fits	58225	60249.47813880816	2460249.478138808	NaN	NaN	0	1.315393	NaN	-11.4	15	NaN	NaN	10490922.918271217	58225	43.42339926248743	2983
r_pp_light_00081.fits	57778	60249.47839381965	2460249.4783938196	NaN	NaN	0	1.316472	NaN	-11.4	15	NaN	NaN	10241793.524053477	57778	42.42336974511751	3021
r_pp_light_00082.fits	58297	60249.47864982672	2460249.4786498267	NaN	NaN	0	1.317558	NaN	-11.4	15	NaN	NaN	9950288.661439521	58297	43.90972684876749	3002
r_pp_light_00083.fits	57947	60249.47890519677	2460249.478905197	NaN	NaN	0	1.318644	NaN	-11.4	15	NaN	NaN	10245840.287265355	57947	44.44150184378143	2983
r_pp_light_00084.fits	57184	60249.479161122814	2460249.479161123	NaN	NaN	0	1.319736	NaN	-11.5	15	NaN	NaN	10824510.212864187	57184	44.4735274652548	3022
r_pp_light_00085.fits	58074	60249.47941686353	2460249.4794168635	NaN	NaN	0	1.320829	NaN	-11.5	15	NaN	NaN	10831961.540084321	58074	43.73240866035183	2956
r_pp_light_00086.fits	59426	60249.47967214137	2460249.4796721414	NaN	NaN	0	1.321922	NaN	-11.5	15	NaN	NaN	10900314.196209488	59426	43.026078234704116	2991
r_pp_light_00087.fits	57775	60249.479928194545	2460249.4799281945	NaN	NaN	0	1.323022	NaN	-11.5	15	NaN	NaN	11254072.844656074	57775	43.86432825943084	3022
r_pp_light_00088.fits	59223	60249.48018388916	2460249.480183889	NaN	NaN	0	1.324125	NaN	-11.5	15	NaN	NaN	10256538.805778584	59223	44.054036458333336	3072
r_pp_light_00089.fits	58659	60249.48043927085	2460249.480439271	NaN	NaN	0	1.325225	NaN	-11.5	15	NaN	NaN	10916747.382219587	58659	44.518902643024425	2989
