2460179.5853221645, -17.0178
2460179.5858683102, -17.0139
2460179.5864148382, -16.9838
2460179.5869609029, -17.0885
2460179.5875071068, -17.1183
2460179.5880541899, -17.0527
2460179.5886013662, -17.1218
2460179.5891475235, -17.08
2460179.5896936343, -16.9552
2460179.5902398499, -17.0333
2460179.5907859956, -17.1054
2460179.5913332175, -17.1945
2460179.5918793748, -17.311
2460179.5924254400, -17.3454
2460179.5929715047, -17.3554
2460179.5935176620, -17.2299
2460179.5940636462, -17.0937
2460179.5946100233, -17.3234
2460179.5951570142, -17.18
2460179.5957030789, -17.1181
