2460179.5571192014, -17.6596
2460179.5575479395, -17.6534
2460179.5579772918, -17.6528
2460179.5584065970, -17.6296
2460179.5588352545, -17.6696
2460179.5592639581, -17.6321
2460179.5596926156, -17.6503
2460179.5601213658, -17.6403
2460179.5605500224, -17.6636
2460179.5609786566, -17.6502
2460179.5614074301, -17.6597
2460179.5618367358, -17.6404
2460179.5622653933, -17.664
2460179.5626941896, -17.6381
2460179.5631234492, -17.6522
2460179.5635522455, -17.6331
2460179.5639809025, -17.6436
2460179.5644096988, -17.6354
2460179.5648383102, -17.6461
2460179.5652669673, -17.6592
2460179.5656951386, -17.6243
2460179.5661240043, -17.6385
2460179.5665534027, -17.6748
2460179.5669821529, -17.6191
2460179.5674117361, -17.6219
2460179.5678411806, -17.6052
2460179.5682697450, -17.7156
2460179.5686983098, -17.6365
2460179.5691270134, -17.6563
2460179.5695561804, -17.6352
