2460179.531347,-2.926307,0.001824,
2460179.531776,-2.935221,0.001282,
2460179.532206,-2.880688,0.001321,
2460179.532634,-2.901285,0.001377,
2460179.533064,-2.808687,0.001254,
2460179.533493,-2.908763,0.001381,
2460179.533921,-2.867301,0.001342,
2460179.534351,-2.865042,0.001316,
2460179.534779,-2.818827,0.001282,
2460179.535208,-2.849556,0.001297,
2460179.535637,-2.811351,0.001317,
2460179.536067,-2.952070,0.001351,
2460179.536496,-2.801499,0.001346,
2460179.536926,-2.811416,0.001356,
2460179.537355,-2.772262,0.001407,
2460179.537784,-2.794714,0.001293,
2460179.538213,-2.776397,0.001322,
2460179.538642,-2.800611,0.001279,
2460179.539070,-2.821179,0.001384,
2460179.539499,-2.844121,0.001373,
2460179.539928,-2.769369,0.001354,
2460179.540358,-2.759566,0.001332,
2460179.540787,-2.771229,0.001304,
2460179.541216,-2.824509,0.001285,
2460179.541645,-2.774984,0.001371,
2460179.542074,-2.746561,0.001334,
2460179.542503,-2.849005,0.001257,
2460179.542932,-2.900001,0.001392,
2460179.543361,-2.950102,0.001436,
2460179.543790,-2.779663,0.001316,
