2460180.410430,-7.044940,0.008854,
2460180.410686,-7.232444,0.009932,
2460180.410942,-7.431876,0.011749,
2460180.411198,-7.445742,0.011550,
2460180.411454,-7.379455,0.011032,
2460180.411710,-7.253770,0.009959,
2460180.411966,-7.281423,0.010452,
2460180.412222,-7.325651,0.009695,
2460180.412478,-7.498848,0.009232,
2460180.412733,-7.286623,0.011177,
2460180.412989,-7.259674,0.008628,
2460180.413245,-7.311427,0.008703,
2460180.413501,-7.360594,0.010186,
2460180.413757,-7.455121,0.010190,
2460180.414525,-7.518878,0.009335,
2460180.414781,-7.391959,0.008801,
2460180.415294,-7.492394,0.010230,
2460180.415805,-7.588885,0.009448,
2460180.416317,-7.609260,0.009029,
2460180.417085,-7.438984,0.010522,
2460180.419388,-7.582751,0.011414,
2460180.419644,-7.508591,0.011528,
2460180.419900,-7.377446,0.010108,
2460180.420156,-7.512503,0.010602,
2460180.420412,-7.416230,0.010679,
2460180.420668,-7.443525,0.010900,
2460180.420924,-7.380468,0.012128,
2460180.421436,-7.500739,0.012172,
2460180.421693,-7.472477,0.010418,
2460180.421948,-7.465779,0.010553,
2460180.422205,-7.471740,0.010274,
2460180.422460,-7.429052,0.011621,
2460180.422716,-7.490967,0.011039,
2460180.422972,-7.545181,0.010160,
