2460180.477829,-4.560341,0.001996,
2460180.478143,-4.719793,0.001999,
2460180.478458,-4.641046,0.002049,
2460180.478772,-4.645652,0.002291,
2460180.479085,-4.652642,0.001985,
2460180.479399,-4.701368,0.002089,
2460180.479713,-4.706701,0.002068,
2460180.480027,-4.601664,0.002102,
2460180.480340,-4.621246,0.002152,
2460180.480654,-4.561621,0.001976,
2460180.480968,-4.678469,0.002107,
2460180.481282,-4.671997,0.002071,
2460180.481596,-4.700986,0.002468,
2460180.481909,-4.736703,0.002248,
2460180.482223,-4.772497,0.002528,
2460180.482537,-4.787370,0.002299,
2460180.482852,-4.765789,0.002402,
2460180.483165,-4.821026,0.002204,
2460180.483480,-4.707727,0.002444,
2460180.483794,-4.703080,0.002427,
2460180.484108,-4.670106,0.002190,
2460180.484422,-4.942068,0.002619,
2460180.484736,-4.862723,0.002333,
2460180.485049,-4.729541,0.002223,
2460180.485363,-4.701287,0.002285,
2460180.485678,-4.655638,0.002173,
2460180.485992,-4.635850,0.002319,
2460180.486306,-4.650508,0.002110,
2460180.486620,-4.739365,0.002194,
2460180.486935,-4.773774,0.002284,
2460180.487249,-4.841984,0.002357,
2460180.487563,-4.941801,0.002436,
2460180.487877,-4.876473,0.002209,
2460180.488192,-4.882031,0.002345,
2460180.488506,-4.751307,0.002378,
2460180.488820,-4.795092,0.002274,
2460180.489135,-4.867764,0.002433,
2460180.489450,-4.819709,0.002193,
2460180.489764,-4.807909,0.002365,
2460180.490078,-4.752914,0.002455,
