2460179.557119,-3.337762,0.001067,
2460179.557548,-3.317385,0.000942,
2460179.557977,-3.314417,0.000935,
2460179.558407,-3.298570,0.000898,
2460179.558835,-3.337148,0.000919,
2460179.559264,-3.303270,0.000978,
2460179.559693,-3.317639,0.000885,
2460179.560121,-3.306585,0.000931,
2460179.560550,-3.336926,0.000909,
2460179.560979,-3.328229,0.000968,
2460179.561407,-3.347352,0.000972,
2460179.561837,-3.315031,0.000895,
2460179.562265,-3.348109,0.000945,
2460179.562694,-3.315873,0.000907,
2460179.563123,-3.331815,0.000924,
2460179.563552,-3.312193,0.001027,
2460179.563981,-3.316099,0.000926,
2460179.564410,-3.305027,0.000946,
2460179.564838,-3.313399,0.000901,
2460179.565267,-3.329037,0.000977,
2460179.565695,-3.290929,0.000968,
2460179.566124,-3.302777,0.000883,
2460179.566553,-3.346492,0.000964,
2460179.566982,-3.280592,0.000938,
2460179.567412,-3.286185,0.000959,
2460179.567841,-3.274828,0.000889,
2460179.568270,-3.382041,0.000947,
2460179.568698,-3.295129,0.000941,
2460179.569127,-3.314592,0.000922,
2460179.569556,-3.296281,0.000927,
