2460180.373019,-5.717934,0.002427,
2460180.373275,-5.739169,0.003081,
2460180.373531,-5.701401,0.003116,
2460180.373787,-5.766537,0.002775,
2460180.374043,-5.723315,0.003146,
2460180.374298,-5.714062,0.002792,
2460180.374554,-5.791503,0.002900,
2460180.374810,-5.755343,0.002911,
2460180.375066,-5.850910,0.002916,
2460180.375321,-5.736971,0.002845,
2460180.375576,-5.713205,0.002856,
2460180.375832,-5.711076,0.002822,
2460180.376087,-5.737044,0.002746,
2460180.376342,-5.673477,0.003166,
2460180.376598,-5.736162,0.002891,
2460180.376853,-5.732162,0.003161,
2460180.377108,-5.769885,0.002982,
2460180.377364,-5.789606,0.003217,
2460180.377620,-5.719313,0.003083,
2460180.377875,-5.689635,0.002888,
2460180.378131,-5.728491,0.002913,
2460180.378386,-5.731780,0.003158,
2460180.378641,-5.646313,0.003078,
2460180.378896,-5.700904,0.002880,
2460180.379152,-5.668832,0.002964,
2460180.379407,-5.692628,0.002741,
2460180.379663,-5.675431,0.002745,
2460180.379918,-5.647482,0.003011,
2460180.380174,-5.685232,0.003209,
2460180.380436,-5.673901,0.002796,
2460180.380691,-5.753295,0.003128,
2460180.380947,-5.779413,0.002967,
2460180.381203,-5.771110,0.002745,
2460180.381458,-5.786083,0.003225,
2460180.381713,-5.733755,0.002948,
2460180.381968,-5.917121,0.003458,
2460180.382224,-5.710244,0.003111,
2460180.382479,-5.718364,0.003024,
2460180.382735,-5.685913,0.002875,
2460180.382991,-5.637662,0.003024,
2460180.383247,-5.602128,0.003057,
2460180.383502,-5.686517,0.002950,
2460180.383758,-5.650420,0.003032,
2460180.384014,-5.657167,0.002875,
2460180.384270,-5.691177,0.003098,
2460180.384526,-5.738200,0.003009,
2460180.384781,-5.677653,0.002972,
2460180.385036,-5.688311,0.003009,
2460180.385292,-5.649229,0.002736,
2460180.385548,-5.622659,0.003036,
