2460180.5105260992, -17.7744
2460180.5395309143, -17.5802
2460180.5398449884, -17.565
2460180.5401593749, -17.5945
2460180.5404738309, -17.5302
2460180.5407879860, -17.5923
2460180.5411018282, -17.5386
2460180.5414155438, -17.6349
2460180.5417309143, -17.487
2460180.5420446987, -17.5234
2460180.5423591551, -17.5038
2460180.5426730672, -17.491
2460180.5429874766, -17.587
2460180.5433021062, -17.5089
2460180.5436167009, -17.5005
2460180.5439305902, -17.5552
2460180.5442459024, -17.5335
2460180.5445597563, -17.4792
2460180.5448741550, -17.4478
2460180.5451879511, -17.5559
2460180.5455019786, -17.5531
2460180.5458165971, -17.5953
2460180.5461311457, -17.5452
2460180.5464455094, -17.5351
2460180.5467591551, -17.5126
2460180.5470735878, -17.5261
2460180.5473873033, -17.5547
2460180.5477016554, -17.5241
2460180.5480155437, -17.5072
2460180.5483297221, -17.4707
2460180.5486434028, -17.5415
2460180.5489571989, -17.5522
2460180.5492718290, -17.5027
2460180.5495856828, -17.514
2460180.5499002198, -17.6393
2460180.5502141430, -17.7153
2460180.5505287265, -17.5135
2460180.5508423611, -17.505
2460180.5511560068, -17.6538
2460180.5514699421, -17.6427
2460180.5517855440, -17.6463
