2460180.423245,-6.933939,0.008419,
2460180.423502,-6.910357,0.005358,
2460180.423758,-6.884055,0.006930,
2460180.424014,-6.871161,0.004739,
2460180.424270,-6.844684,0.005195,
2460180.424525,-6.823488,0.006044,
2460180.424781,-6.854065,0.005543,
2460180.425037,-7.126029,0.007129,
2460180.425293,-6.838793,0.006814,
2460180.425549,-6.954142,0.005220,
2460180.425805,-6.979512,0.006837,
2460180.426061,-7.008261,0.007088,
2460180.426317,-6.967981,0.007150,
2460180.426573,-6.870720,0.005429,
2460180.426829,-6.994988,0.007008,
2460180.427085,-6.826873,0.006119,
2460180.427340,-6.958669,0.006819,
2460180.427596,-7.006669,0.006623,
2460180.427852,-7.065397,0.008146,
2460180.428107,-6.993891,0.007558,
2460180.428363,-6.973426,0.008033,
2460180.428619,-6.908793,0.008352,
2460180.428874,-7.021720,0.006196,
2460180.429130,-6.992705,0.007977,
2460180.429386,-7.407164,0.013061,
2460180.429898,-7.180325,0.010939,
2460180.430154,-7.165485,0.008397,
2460180.430410,-7.203448,0.010166,
2460180.430666,-7.217639,0.009501,
2460180.430922,-7.077353,0.007041,
2460180.431178,-7.091043,0.008422,
2460180.431433,-7.232474,0.010033,
2460180.431690,-7.326521,0.009658,
2460180.431946,-7.285160,0.011679,
2460180.432203,-7.109065,0.009729,
2460180.432458,-7.130033,0.011711,
2460180.432714,-7.287353,0.012515,
2460180.432970,-7.307187,0.012848,
2460180.433225,-7.296079,0.011694,
2460180.433481,-7.307757,0.011104,
2460180.433737,-7.287571,0.011763,
